"concept","topic","topic_prefix","label_de","label"
"_1238_p_ola","T0610010100000000","ola","Obst- und Gemueseanbau im Garten","Garden Work"
"_1237_p_ola","T0610010100000000","ola","Reparaturen am Auto, Motorrad usw.","Auto Repair"
"_1236_p_ola","T0610010100000000","ola","Reparaturen in und am Haus, der Wohnung","Home Repair"
"_1235_p_ola","T0610010100000000","ola","Renovieren, Tapezieren etc.","Renovation"
"_1234_p_ola","T0610010100000000","ola","Handarbeiten","Craft Work"
"_1233_p_fvc","T0705020500000000","fvc","Thema, Inhalt des Kurses codiert","Subject, Course Content Coded"
"_1232_p_rer","T0609000000000000","rer","Umzug zw. Ost- und West-Deutschland","Moved Between East And West Germany"
"_1231_p_bmi","T1001010100000000","bmi","Wo vorher gelebt","Area Of Origin"
"_1230_p_bmi","T1001010100000000","bmi","Seit welchem Jahr in Ost-,Westdeutl.","Since when in East,West Germany ... Year"
"_122_p_tim","T0901000000000000","tim","Kinderbetreuung, Samstag.o.Ber.Tgkt,Std","Hours Saturday On Child Care"
"_1229_p_bmi","T1001010100000000","bmi","Seit wann in Ost-,Westteil Dtschlands","Since when in East,West Germany ... Filter"
"_1228_p_ona","T1001010200000000","ona","Staatsangeheorigkeit","Nationality"
"_1227_p_seh","T0607020000000000","seh","Von welcher Wohng zur Arbeit,Schule","From Which Dwelling To Work"
"_1226_p_seh","T0607020000000000","seh","Welche Wohnung wird ueberwiegend benutzt","Dwelling Used Predominantly"
"_1225_p_seh","T0607020000000000","seh","gemeldeter 2. Wohnsitz","Registered 2. Residence"
"_1224_p_seh","T0607020000000000","seh","Zweitwohg. in West- Ostdeutschland","Second Residence In West,East Germany"
"_1222_p_vod","T0702030000000000","vod","Keinen Ausbildungsabschluss","No Degree"
"_1221_p_vod","T0702030000000000","vod","Sonstiger Ausbildungsabschluss","Other Type Of Education Completed"
"_1220_p_vod","T0702030000000000","vod","Hochschul-,Universitaetsabschluss","College,University Degree"
"_121_p_tim","T0901000000000000","tim","Kinderbetreuung, Samstag.m.Ber.Tgkt,Std","Hours Saturday On Child Care"
"_1219_p_vod","T0702030000000000","vod","Ingenieur-,Fachschulabschluss","Engineer And Vocational School Degree"
"_1218_p_vod","T0702030000000000","vod","Meisterabschluss","Master Craftsman Degree"
"_1217_p_vod","T0702030000000000","vod","Berufsausbildung,Facharbeiterabschluss","Vocational,Specialist Training Completed"
"_1215_p_vod","T0702030000000000","vod","Kein Ausbildungsabschluss","No Degree"
"_1204_p_mpl","T0604010000000000","mpl","Anlass f. Umzug in Ausland","Reason For Moving To Another Country"
"_1203_p_tax","T0301030000000000","tax","Betrag des Freibetrages der L.karte","Amount Of Income Tax Deduction Prev Yr"
"_1202_p_tax","T0301030000000000","tax","Freibetrag auf der Lohnst.karte","Income Tax Deduction Previous Yr"
"_1201_p_tax","T0301030000000000","tax","Kein Kind auf der Lohnst.karte","No Children Under Tax Deduction"
"_1200_p_tax","T0301030000000000","tax","Anz. der Kinder auf der Lohnst.karte","Number Of Children Under Tax Deduction"
"_1199_p_tax","T0301030000000000","tax","T.n.z. hatte keine Steuerkarte","No Tax Deduction On Second Income"
"_1198_p_tax","T0301030000000000","tax","Zweite Lohnsteuerkarte Klasse 6","Tax Deduction On Second Income"
"_1196_p_tax","T0301030000000000","tax","Lohn- Einkommensteuer 1992 gezahlt","Paid Income Tax Two Years Ago"
"_117_p_tim","T0901000000000000","tim","Hausarbt,Besorg.,Sonntag.o.Ber.Tgkt,Std","Hours Sunday On Housework,Errands"
"_1178_p_saf","T0705030000000000","saf","Medien zu sonstigen Themen","Media About Other Topics"
"_1177_p_saf","T0705030000000000","saf","Medien zu Wissen ueber Kunst,Literatur e","Media About Art, Literature, History"
"_1176_p_saf","T0705030000000000","saf","Medien zu Sport","Media About Sport"
"_1175_p_saf","T0705030000000000","saf","Medien zu Umweltschutz","Media About Environmental Protection,"
"_1174_p_saf","T0705030000000000","saf","Medien zu Naturwiss.,Technik","Media About Natural Sciences, Technology"
"_1173_p_saf","T0705030000000000","saf","Medien zu polit.,staatsbuergerl. Fragen","Media About Politics, Citizens Rights"
"_1172_p_saf","T0705030000000000","saf","Medien zu Versich.,Rente,Steuern","Media About Insurance, Taxes"
"_1171_p_saf","T0705030000000000","saf","Medien zu kuenstl.,musikal. Faehigkt.","Media About Musical, Artistic Skills"
"_1170_p_saf","T0705030000000000","saf","Medien zu PC,Internet","Media About PC, Internet"
"_116_p_tim","T0901000000000000","tim","Hausarbt,Besorg.,Sonntag.m.Ber.Tgkt,Std","Hours Sunday On Housework,Errands"
"_1169_p_saf","T0705030000000000","saf","Lehrgang zu PC,Internet","Lectures About PC, Internet"
"_1168_p_saf","T0705030000000000","saf","Medien zu prakt.,handw. Faehigkt.","Media About Practical Crafts Or Trades"
"_1167_p_saf","T0705030000000000","saf","Medien zu Sprachkenntnissen","Media About Language Skills"
"_1166_p_saf","T0705030000000000","saf","Medien zu Partnersch.fragen","Media About Personal, Family Problems"
"_1165_p_saf","T0705030000000000","saf","Medien zu Kindererz.,Schule","Media Lectures About Raising Children"
"_1164_p_saf","T0705030000000000","saf","Medien zu Gesundh.fragen","Media About Health Topics"
"_1163_p_saf","T0705030000000000","saf","WB anwendbar i. anderem Betrieb","newly acquired skills useful in new job"
"_1162_p_saf","T0705030000000000","saf","Hat sich Weiterbildung ausgezahlt","further education worthwhile"
"_1153_p_fvf","T0705020800000000","fvf","Motivation zu BW ohne finaz.Hilfe","Further Education Exc Financial Support"
"_114_p_tim","T0901000000000000","tim","Hausarbt,Besorg.,Samstag.o.Ber.Tgkt,Std","Hours Saturday On Housework,Errands"
"_1148_p_fvf","T0705020800000000","fvf","Finan.Hilfe und zwar","Provider Of Financial Support"
"_1141_p_fvi","T0705020700000000","fvi","Kursteilnahme","Initiative For Taking Course"
"_113_p_tim","T0901000000000000","tim","Hausarbt,Besorg.,Samstag.m.Ber.Tgkt,Std","Hours Saturday On Housework,Errands"
"_1128_p_saf","T0705030000000000","saf","Ein Kurs bzw. alle gleich wichtig","All Courses Are Equally Important"
"_1127_p_saf","T0705030000000000","saf","Wichtigster Kurs Nr.","Number Of Most Important Course"
"_1065_p_oct","T0205010000000000","oct","Ende letzte Stellung im Jahr ..","Year Last Job Ended"
"_1051_p_jcl","T0205050000000000","jcl","Letzte Stellung,=Beamte","Last Worked As Public Servant"
"_1050_p_jcl","T0205050000000000","jcl","Letzte Stellung,Angestellte","Last Worked As White-Collar Worker"
"_1049_p_jcl","T0205050000000000","jcl","Letzte Stellung,Auszubildende, Praktikt.","Last Was In Training,Education"
"_1048_p_jcl","T0205050000000000","jcl","Letzte Stellung,Selbstaendige","Last Worked As Self-Employed"
"_1047_p_jcl","T0205050000000000","jcl","Letzte Stellung,Arbeiter","Last Worked As Blue-Collar Worker"
"_1046_p_jcl","T0205050000000000","jcl","Letzter Betrieb,Oeffentlicher Dienst","Last Worked In Civil Service"
"_1045_p_jcl","T0205050000000000","jcl","Letzter Erwerbsstatus","Employment Status In Last Job"
"_1044_p_lme","T0201050000000000","lme","Nie erwerbstaetig","Never Gainfully Employed"
"_1043_p_oct","T0205010000000000","oct","Erwerbstaetig gewesen bis zum Jahr ..","Year Last Job Ended"
"_1042_p_mbr","T0804000000000000","mbr","Kein Mitglied v. Gewerks. Berufsverb","Not A Trade Union,Association Member"
"_1041_p_vda","T0802020000000000","vda","Seine Beduerf. geg. andere durchsetzen","Assert Oneself"
"_1040_p_vda","T0802020000000000","vda","And. Menschen helfen, nicht a.s.denken","Help Others"
"_1039_p_vda","T0802020000000000","vda","Gefuehle offen zeigen, ausleben","Live Life To The Fullest"
"_1038_p_vda","T0802020000000000","vda","Fleissig, ehrgeizig sein","Be Industrious,Ambitious"
"_1037_p_vda","T0802020000000000","vda","Gute Dinge d. Lebens geniessen","Enjoy The Good Things In Life"
"_1036_p_vda","T0802020000000000","vda","Sich politisch engagieren","Be Politically Active"
"_1035_p_vda","T0802020000000000","vda","Nach Sicherheit streben","Strive For Safety"
"_1034_p_vda","T0802020000000000","vda","Fuer benacht. Gruppen einsetzen","Support Disadvantaged Groups"
"_1033_p_vda","T0802020000000000","vda","Gesetz,Ordnung respektieren","Respect Law And Order"
"_1032_p_vda","T0802020000000000","vda","Phantasie,Kreativit. entwickeln","Develop Creativity"
"_1031_p_vda","T0802020000000000","vda","Hoher Lebensstandard","Higher Standard Of Living"
"_101_p_tim","T0901000000000000","tim","Nebenerwerbsttgkt,Sonntg.o.Ber.Tgkt,Std","Hours Sunday On Handicraft Work"
"_1019_p_dov","T0502020000000000","dov","Anzahl d. Besuche bei sonstigen Aerzten","Number Of Visits To Other Doctor"
"_1018_p_dov","T0502020000000000","dov","Anzahl d. Besuche beim Roentgenarzt","Number Of Visits To Radiologist"
"_1017_p_dov","T0502020000000000","dov","Anzahl d. Besuche beim Augenarzt","Number Of Visits To Optometrist"
"_1016_p_dov","T0502020000000000","dov","Anzahl d. Besuche beim Urologen","Number Of Visits To Urologist"
"_1015_p_dov","T0502020000000000","dov","Anzahl d. Besuche beim Hautarzt","Number Of Visits To Dermatologist"
"_1014_p_dov","T0502020000000000","dov","Anzahl d. Besuche beim Orthopaeden","Number Of Visits To Orthopaedist"
"_1013_p_dov","T0502020000000000","dov","Anzahl d. Besuche beim H-N-O Arzt","Number Of Visits To Ent Specialist"
"_1012_p_dov","T0502020000000000","dov","Anzahl d. Besuche beim Frauenarzt","Number Of Visits To Gynecologist"
"_1011_p_dov","T0502020000000000","dov","Anzahl d. Besuche beim Zahnarzt","Number Of Visits To Dentist"
"_1010_p_dov","T0502020000000000","dov","Anzahl d. Besuche beim Internisten","Number Of Visits To Internist"
"_100_p_tim","T0901000000000000","tim","Nebenerwerbsttgkt,Sonntg.m.Ber.Tgkt,Std","Hours Sunday On Second Job"
"_1009_p_dov","T0502020000000000","dov","Anzahl d. Besuche bei prakt. Arzt","Number Of Visits To General Practitioner"
"_1008_p_isd","T0501040000000000","isd","Jahr Ablehnung d. Erwerbsunfaehigk.rente","Year Declined Disability Benefits"
"_1007_p_isd","T0501040000000000","isd","Erwerbsunfaehigkeitsrente abgelehnt","Disability Benefits Declined"
"_1005_p_trf","T0302000000000000","trf","1993 ueberhaupt keine Einkuenfte","No Income At All Prev Yr"
"_1004_p_dtw","T0203050100000000","dtw","Arbeitsplatz in alten bzw. neuen BL.","Place Of Work In East Or West Germany"
"_1002_p_ila","T0802030000000000","ila","Entwicklung der polit. Einflussnahme","Developments In Political Activity"
"_1001_p_ila","T0802030000000000","ila","Entwicklung d. reg. Umweltsituation","Developments In Local Environment"
"_1000_p_ila","T0802030000000000","ila","Entwicklung des Lebensunterhaltskosten","Developments In Cost Of Living"
"item_26","T0406040000000000","ebc","Erfahrungen bei der Geburt eines Kindes","Experiences with the birth of a child"
"item_27","T0406040000000000","ebc","Erfahrungen bei der Geburt eines Kindes","Experiences with the birth of a child"
"item_28","T0202030000000000","esm","Erwerbsstatus auf Monatsbasis (Spelldaten)","Employment status on monthly basis (spell data)"
"item_29","T0302010200000000","sas","ALG II/ Sozialhilfe","ALG II / social assistance"
"item_30","T0202030000000000","esm","Erwerbsstatus auf Monatsbasis (Spelldaten)","Employment status on monthly basis (spell data)"
"item_31","T0201040000000000","eha","Erwerbsbiographie seit dem 15. Lebensjahr auf Jahresbasis (Spelldaten)","Employment history since the age of 15 on an annual basis (spell data)"
"item_32","T0406040000000000","ebc","Erfahrungen bei der Geburt eines Kindes","Experiences with the birth of a child"
"item_33","T0201040000000000","eha","Erwerbsbiographie seit dem 15. Lebensjahr auf Jahresbasis (Spelldaten)","Employment history since the age of 15 on an annual basis (spell data)"
"item_34","T0202030000000000","esm","Erwerbsstatus auf Monatsbasis (Spelldaten)","Employment status on monthly basis (spell data)"
"item_35","T0302010200000000","sas","ALG II/ Sozialhilfe","ALG II / social assistance"
"item_36","T0202030000000000","esm","Erwerbsstatus auf Monatsbasis (Spelldaten)","Employment status on monthly basis (spell data)"
"item_37","T0406040000000000","ebc","Erfahrungen bei der Geburt eines Kindes","Experiences with the birth of a child"
"item_38","T0202030000000000","esm","Erwerbsstatus auf Monatsbasis (Spelldaten)","Employment status on monthly basis (spell data)"
"item_39","T0201040000000000","eha","Erwerbsbiographie seit dem 15. Lebensjahr auf Jahresbasis (Spelldaten)","Employment history since the age of 15 on an annual basis (spell data)"
"item_40","T0302010200000000","sas","ALG II/ Sozialhilfe","ALG II / social assistance"
"item_41","T0202030000000000","esm","Erwerbsstatus auf Monatsbasis (Spelldaten)","Employment status on monthly basis (spell data)"
"item_42","T0406040000000000","ebc","Erfahrungen bei der Geburt eines Kindes","Experiences with the birth of a child"
"item_43","T0406040000000000","ebc","Erfahrungen bei der Geburt eines Kindes","Experiences with the birth of a child"
"item_44","T0202030000000000","esm","Erwerbsstatus auf Monatsbasis (Spelldaten)","Employment status on monthly basis (spell data)"
"item_45","T0302010200000000","sas","ALG II/ Sozialhilfe","ALG II / social assistance"
"item_46","T0406040000000000","ebc","Erfahrungen bei der Geburt eines Kindes","Experiences with the birth of a child"
"item_47","T0201040000000000","eha","Erwerbsbiographie seit dem 15. Lebensjahr auf Jahresbasis (Spelldaten)","Employment history since the age of 15 on an annual basis (spell data)"
"item_48","T0406040000000000","ebc","Erfahrungen bei der Geburt eines Kindes","Experiences with the birth of a child"
"item_49","T0202030000000000","esm","Erwerbsstatus auf Monatsbasis (Spelldaten)","Employment status on monthly basis (spell data)"
"item_54","T0201040000000000","eha","Erwerbsbiographie seit dem 15. Lebensjahr auf Jahresbasis (Spelldaten)","Employment history since the age of 15 on an annual basis (spell data)"
"item_55","T0406040000000000","ebc","Erfahrungen bei der Geburt eines Kindes","Experiences with the birth of a child"
"item_56","T0406040000000000","ebc","Erfahrungen bei der Geburt eines Kindes","Experiences with the birth of a child"
"item_57","T0201040000000000","eha","Erwerbsbiographie seit dem 15. Lebensjahr auf Jahresbasis (Spelldaten)","Employment history since the age of 15 on an annual basis (spell data)"
"item_62","T0202030000000000","esm","Erwerbsstatus auf Monatsbasis (Spelldaten)","Employment status on monthly basis (spell data)"
"item_63","T0202030000000000","esm","Erwerbsstatus auf Monatsbasis (Spelldaten)","Employment status on monthly basis (spell data)"
"item_64","T0201040000000000","eha","Erwerbsbiographie seit dem 15. Lebensjahr auf Jahresbasis (Spelldaten)","Employment history since the age of 15 on an annual basis (spell data)"
"item_65","T0201040000000000","eha","Erwerbsbiographie seit dem 15. Lebensjahr auf Jahresbasis (Spelldaten)","Employment history since the age of 15 on an annual basis (spell data)"
"item_66","T0201040000000000","eha","Erwerbsbiographie seit dem 15. Lebensjahr auf Jahresbasis (Spelldaten)","Employment history since the age of 15 on an annual basis (spell data)"
"item_67","T0201040000000000","eha","Erwerbsbiographie seit dem 15. Lebensjahr auf Jahresbasis (Spelldaten)","Employment history since the age of 15 on an annual basis (spell data)"
"item_77","T1104000000000000","iom","Zu- und Auszuege","Influx / outflux of panel members"
"_107_p_tim","T0901000000000000","tim","Zeitverwendung","Time use"
"_348_p_oct","T0205010000000000","oct","Art und Zeitpunkt der beruflichen Veraenderung","Type and point in time of occupational change"
"_1179_p_old","T0303010000000000","old","Alters- und Invalidenrente","Old-age and disability pensions"
"item_1308","T0701010000000000","tft","Ausbildung und Weiterbildung zum Befragungszeitpunkt","Training and further education at point in time of survey"
"item_1313","T0203030100000000","ocs","Berufliche Stellung","Occupational status"
"_1456_p_prt","T0302020600000000","prt","Privat empfangene Transfers","Private transfers"
"item_1697","T1101000000000000","ide","Identifikatoren","Identifiers"
"item_1922","T0202020300000000","stw","Kurzarbeit im Vorjahr (Kalendarium)","Short-time work in previous (calendar) year"
"item_1923","T0302000000000000","trf","Transfer","Transfers"
"item_2070","T0202020400000000","sjp","Nebenberufliche Taetigkeit im Vorjahr (Kalendarium)","Side job in previous (calendar) year"
"item_2071","T0202020400000000","sjp","Nebenberufliche Taetigkeit im Vorjahr (Kalendarium)","Side job in previous (calendar) year"
"item_2072","T0202020300000000","stw","Kurzarbeit im Vorjahr (Kalendarium)","Short-time work in previous (calendar) year"
"item_2073","T0202020300000000","stw","Kurzarbeit im Vorjahr (Kalendarium)","Short-time work in previous (calendar) year"
"item_2074","T0202020300000000","stw","Kurzarbeit im Vorjahr (Kalendarium)","Short-time work in previous (calendar) year"
"item_2075","T0202020400000000","sjp","Nebenberufliche Taetigkeit im Vorjahr (Kalendarium)","Side job in previous (calendar) year"
"item_2076","T0202020400000000","sjp","Nebenberufliche Taetigkeit im Vorjahr (Kalendarium)","Side job in previous (calendar) year"
"item_2077","T0202020400000000","sjp","Nebenberufliche Taetigkeit im Vorjahr (Kalendarium)","Side job in previous (calendar) year"
"item_2078","T0202020400000000","sjp","Nebenberufliche Taetigkeit im Vorjahr (Kalendarium)","Side job in previous (calendar) year"
"item_2079","T0202020400000000","sjp","Nebenberufliche Taetigkeit im Vorjahr (Kalendarium)","Side job in previous (calendar) year"
"item_2080","T0202020400000000","sjp","Nebenberufliche Taetigkeit im Vorjahr (Kalendarium)","Side job in previous (calendar) year"
"item_2081","T0202020400000000","sjp","Nebenberufliche Taetigkeit im Vorjahr (Kalendarium)","Side job in previous (calendar) year"
"item_2082","T0202020400000000","sjp","Nebenberufliche Taetigkeit im Vorjahr (Kalendarium)","Side job in previous (calendar) year"
"item_2083","T0202020400000000","sjp","Nebenberufliche Taetigkeit im Vorjahr (Kalendarium)","Side job in previous (calendar) year"
"item_2084","T0302020200000000","pmc","Eltern-, Mutterschafts-, Erziehungsgeld","Parental, maternity, and child-raising allowance"
"item_2085","T0302020200000000","pmc","Eltern-, Mutterschafts-, Erziehungsgeld","Parental, maternity, and child-raising allowance"
