study,questionnaire,question,item,concept,text_de,instruction_de,text,instruction,answer_list,scale,filter,goto,description
soep-core,soep-core-2012-ju,87,,,Gehören bzw. gehörten Ihr Vater / Ihre Mutter einer Kirche oder Religionsgemeinschaft an? Ja und zwar...,,Does / did your father / mother belong to a church or religious group?,,,txt,,,
soep-core,soep-core-2012-ju,87,jv13,jv13,[Vater],,[father],,jx13,cat,78;jvm=3 | 4,,"Filter:
ASK ONLY IF Q7800 : JVM=3,4
"
soep-core,soep-core-2012-ju,87,jm13,jm13,[Mutter],,[Mother],,jx13,cat,78;jvm=2 | 4,,"Filter:
ASK ONLY IF Q7800 : JVM=2,4
"
soep-core,soep-core-2012-ju,88,,jpart,"Glauben Sie, dass man eine Partnerin / einen Partner braucht, um wirklich glücklich zu sein, oder glauben Sie, man kann alleine genauso glücklich oder glücklicher leben?",,Do you think a partner is necessary to be happyin life? Or can one also be happy alone?,,jpart,cat,,,
soep-core,soep-core-2012-ju,89,,jkind,"Glauben Sie, dass man eigene Kinder braucht, um wirklich glücklich zu sein, oder glauben Sie, man kann ohne ein eigenes Kind genauso glücklich oder glücklicher leben?",,Do you think own children are necessary to be happy in life?,,jkind,cat,,,
soep-core,soep-core-2012-ju,90,,,"Wovon hängt es Ihrer Meinung nach in Deutschland tatsächlich ab, ob jemand Erfolg hat und sozial aufsteigt?
Bitte geben Sie zu jeder der folgenden Aussage an, in welchem Maße Sie ihr zustimmen.",Bitt ein Kreuz pro Zeile!,What do you think is important in Germany to be successfull advance socially? Please state for the following statements how much you agree.,Please state one entry per row!,,txt,,,"Researcher Notes:
Statement 1 = JERF01
**Statement 2 = JERF02
**Statement 3 = JERF03
**Statement 4 = JERF04
**Statement 5 = JERF05
**Statement 6 = JERF06
**Statement 7 = JERF07
**Statement 8 = JERF08
**Statement 9 = JERF09
**Statement 10 = JERF10
**Statement 11 = JERF11
**Statement 12 = JERF12
"
soep-core,soep-core-2012-ju,90,jerf01,jerf01,Man muss sich anstrengen und fleißig sein,,Success through working hard,,jerf xx,cat,,,
soep-core,soep-core-2012-ju,90,jerf02,jerf02,Man muss andere ausnutzen,,Success through exploiting others,,jerf xx,cat,,,
soep-core,soep-core-2012-ju,90,jerf03,jerf03,Man muss begabt und intelligent sein,,Success through intelligence,,jerf xx,cat,,,
soep-core,soep-core-2012-ju,90,jerf04,jerf04,Man muss aus der richtigen Familie stammen,,Success through family background,,jerf xx,cat,,,
soep-core,soep-core-2012-ju,90,jerf05,jerf05,Man muss gute Fachkenntnisse auf seinem Spezialgebiet haben,,Success through specialized training,,jerf xx,cat,,,
soep-core,soep-core-2012-ju,90,jerf06,jerf06,Man muss Geld und Vermögen haben,,Success through money and wealth,,jerf xx,cat,,,
soep-core,soep-core-2012-ju,90,jerf07,jerf07,Man muss einen möglichst guten Schulabschluss haben,,"Success through school grades, results",,jerf xx,cat,,,
soep-core,soep-core-2012-ju,90,jerf08,jerf08,Man muss rücksichtslos und hart sein,,"Success through being tough, ruthless",,jerf xx,cat,,,
soep-core,soep-core-2012-ju,90,jerf09,jerf09,Man muss Beziehungen zu den richtigen Leuten haben,,Success through connections,,jerf xx,cat,,,
soep-core,soep-core-2012-ju,90,jerf10,jerf10,Man muss sich auf der richtigen Seite politisch engagieren,,Success through being politically active,,jerf xx,cat,,,
soep-core,soep-core-2012-ju,90,jerf11,jerf11,"Man muss das ""richtige"" Geschlecht haben; Männer haben bessere Aufstiegschancen",,Success through being male,,jerf xx,cat,,,
soep-core,soep-core-2012-ju,90,jerf12,jerf12,Man muss dynamisch sein und Initiative haben,,Success through initiative,,jerf xx,cat,,,
soep-core,soep-core-2012-ju,91,,,"Wie schätzen Sie sich persönlich ein: 
Sind Sie im allgemeinen ein risikobereiter Mensch oder versuchen Sie, Risiken zu vermeiden?","Bitte kreuzen Sie ein Kästchen auf der folgenden Skala an, wobei der Wert 0 bedeutet: ""gar nicht risikobereit"" und der Wert 10: ""sehr risikobereit"". Mit den Werten dazwischen können Sie Ihre Einschätzung abstufen.
 
Liste 10 vorlegen!",Would you describe yourself as someone who tries to avoid risks (risk-averse) or as someone who is willing to take risks (risk-prone)?,"Please answer on a scale from 0 to 10, where 0 means risk-averse and 10 means risk-prone.",jrisk,cat,,,
soep-core,soep-core-2012-ju,92,,,"Die folgenden Aussagen kennzeichnen verschiedene Einstellungen zum Leben und zur Zukunft. 
Bitte sagen Sie uns, inwieweit Sie jeweils zustimmen.","Antworten Sie bitte wieder anhand der folgenden Skala. Der Wert 1 bedeutet: stimme überhaupt nicht zu, der Wert 7 bedeutet: stimme voll zu. Mit den Werten zwischen 1 und 7 können Sie Ihre Meinung abstufen.",The following statements characterise different attitudes regarding life and future. To what extent would you agree with the following statements?,"Please answer on the following scale from, where 1 means ""I do not agree at all"", and 7 meaning ""I totally agree"".",,txt,,,"Researcher Notes:
Statement 1 = JZU01
**Statement 2 = JZU02
**Statement 3 = JZU03
**Statement 4 = JZU04
**Statement 5 = JZU05
**Statement 6 = JZU06
**Statement 7 = JZU07
**Statement 8 = JZU08
**Statement 9 = JZU09
**Statement 10 = JZU10
**Statement 11 = JZU11
**Statement 12 = JZU12
**Statement 13 = JZU13
**Statement 14 = JZU14
**Statement 15 = JZU15
"
soep-core,soep-core-2012-ju,92,jzu01,jzu01,"Wie mein Leben verläuft, hängt von mir selbst ab",,How my life passes depends on myself. I have control over my own destiny.,,jzu xx,cat,,,
soep-core,soep-core-2012-ju,92,jzu02,jzu02,"Im Vergleich mit anderen habe ich nicht das erreicht, was ich verdient hätte",,In comparison to others I do not have received what I deserve.,,jzu xx,cat,,,
soep-core,soep-core-2012-ju,92,jzu03,jzu03,"Was man im Leben erreicht, ist in erster Linie eine Frage von Schicksal oder Glück",,Success in life is due to fate or destiny.,,jzu xx,cat,,,
soep-core,soep-core-2012-ju,92,jzu04,jzu04,"Ich mache häufig die Erfahrung, dass andere über mein Leben bestimmen",,Others have often controlled my life.,,jzu xx,cat,,,
soep-core,soep-core-2012-ju,92,jzu05,jzu05,Erfolg muss man sich hart erarbeiten,,One has to work hard to be successful.,,jzu xx,cat,,,
soep-core,soep-core-2012-ju,92,jzu06,jzu06,"Wenn ich im Leben auf Schwierigkeiten stoße, zweifle ich oft an meinen Fähigkeiten",,I often doubt myself when I am faced by difficulties.,,jzu xx,cat,,,
soep-core,soep-core-2012-ju,92,jzu07,jzu07,"Welche Möglichkeiten ich im Leben habe, wird von den sozialen Umständen bestimmt",,Opportunities in life depend on social  circumstances.,,jzu xx,cat,,,
soep-core,soep-core-2012-ju,92,jzu08,jzu08,"Wichtiger als alle Anstrengungen sind die Fähigkeiten, die man mitbringt",,Talents you have at birth are more important than effort.,,jzu xx,cat,,,
soep-core,soep-core-2012-ju,92,jzu09,jzu09,"Ich habe wenig Kontrolle über die Dinge, die in meinem Leben passieren",,I have little control over my life.,,jzu xx,cat,,,
soep-core,soep-core-2012-ju,92,jzu10,jzu10,"Wenn man sich sozial oder politisch engagiert, kann man die sozialen Verhältnisse beeinflussen",,Social and  political activity makes a difference.,,jzu xx,cat,,,
soep-core,soep-core-2012-ju,92,jzu11,jzu11,"Ich verzichte heute auf etwas, damit ich mir morgen mehr leisten kann",,"I waive something today, that I can afford more tomorrow.",,jzu xx,cat,,,
soep-core,soep-core-2012-ju,92,jzu12,jzu12,Im Allgemeinen kann man den Menschen vertrauen,,In general people are trustworthy.,,jzu xx,cat,,,
soep-core,soep-core-2012-ju,92,jzu13,jzu13,Heutzutage kann man sich auf niemanden mehr verlassen,,Today one should not count on anyone.,,jzu xx,cat,,,
soep-core,soep-core-2012-ju,92,jzu14,jzu14,"Wenn man mit Fremden zu tun hat, ist es besser, vorsichtig zu sein, bevor man ihnen vertraut",,"If one has to deal with strangers, it is better to be cautious.",,jzu xx,cat,,,
soep-core,soep-core-2012-ju,92,jzu15,jzu15,Ich will lieber heute meinen Spaß haben und denke dabei nicht an morgen,,I want to have fun today and do not think about tomorrow.,,jzu xx,cat,,,
soep-core,soep-core-2012-ju,93,,,"Hier sind unterschiedliche Eigenschaften, die eine Person haben kann. Wahrscheinlich werden einige Eigenschaften auf Sie persönlich voll zutreffen und andere überhaupt nicht. Bei wieder anderen sind Sie vielleicht unentschieden.

Ich bin jemand, der ...","Antworten Sie bitte anhand der folgenden Skala.
Der Wert 1 bedeutet: trifft überhaupt nicht zu.
Der Wert 7 bedeutet: trifft voll zu.
Mit den Werten zwischen 1 und 7 können Sie Ihre Meinung abstufen.",People can have many different qualities—some are listed below. You will probably find that some of these descriptions fit you completely and that some do not fit you at all. Others may fit to a certain extent. I am...,"Please answer on a scale from 1 to 7, where 1 means ""does not describe me at all"", and 7 meaning ""describes me perfectly"".
",,txt,,,"Researcher Notes:
Statement 1 = JEGO01 
**Statement 2 = JEGO02 
**Statement 3 = JEGO03 
**Statement 4 = JEGO04 
**Statement 5 = JEGO05 
**Statement 6 = JEGO06 
**Statement 7 = JEGO07 
**Statement 8 = JEGO08 
**Statement 9 = JEGO09
**Statement 10 = JEGO10 
**Statement 11 = JEGO11 
**Statement 12 = JEGO12 
**Statement 13 = JEGO13 
**Statement 14 = JEGO14 
**Statement 15 = JEGO15 
**Statement 16 = JEGO16 
**Statement 17 = JEGO17
"
soep-core,soep-core-2012-ju,93,jego01,jego01,gründlich arbeitet,,a thorough worker,,jego xx,cat,,,
soep-core,soep-core-2012-ju,93,jego02,jego02,"kommunikativ, gesprächig ist",,"communicative, talkative",,jego xx,cat,,,
soep-core,soep-core-2012-ju,93,jego03,jego03,manchmal etwas grob zu anderen ist,,sometimes a bit rude to others,,jego xx,cat,,,
soep-core,soep-core-2012-ju,93,jego04,jego04,"originell ist, neue Ideen einbringt",,"original, someone who comes up with new ideas",,jego xx,cat,,,
soep-core,soep-core-2012-ju,93,jego05,jego05,sich oft Sorgen macht,,a worrier,,jego xx,cat,,,
soep-core,soep-core-2012-ju,93,jego06,jego06,verzeihen kann,,forgiving,,jego xx,cat,,,
soep-core,soep-core-2012-ju,93,jego07,jego07,eher faul ist,,somewhat lazy,,jego xx,cat,,,
soep-core,soep-core-2012-ju,93,jego08,jego08,"aus sich herausgehen kann, gesellig ist",,"outgoing, sociable",,jego xx,cat,,,
soep-core,soep-core-2012-ju,93,jego09,jego09,"künstlerische, ästhetische Erfahrungen schätzt",,"someone who values artistic, aesthetic experiences",,jego xx,cat,,,
soep-core,soep-core-2012-ju,93,jego10,jego10,leicht nervös wird,,nervous,,jego xx,cat,,,
soep-core,soep-core-2012-ju,93,jego11,jego11,Aufgaben wirksam und effizient erledigt,,effective and efficient in completing tasks,,jego xx,cat,,,
soep-core,soep-core-2012-ju,93,jego12,jego12,zurückhaltend ist,,reserved,,jego xx,cat,,,
soep-core,soep-core-2012-ju,93,jego13,jego13,rücksichtsvoll und freundlich mit anderen umgeht,,considerate and kind to others,,jego xx,cat,,,
soep-core,soep-core-2012-ju,93,jego14,jego14,"eine lebhafte Phantasie, Vorstellungen hat",,imaginative,,jego xx,cat,,,
soep-core,soep-core-2012-ju,93,jego15,jego15,"entspannt ist, mit Stress gut umgehen kann",,"relaxed, able to deal with stress",,jego xx,cat,,,
soep-core,soep-core-2012-ju,93,jego16,jego16,wissbegierig ist,,eager for knowledge,,jego xx,cat,,,
soep-core,soep-core-2012-ju,93,jego17,jego17,eine positive Einstellung zu sich selbst hat,,one who has a positive attitude to myself,,jego xx,cat,,,
soep-core,soep-core-2012-ju,94,,,"Ich lese Ihnen eine Reihe von Gefühlen vor. Geben Sie bitte jeweils an, wie häufig oder selten Sie dieses Gefühl in den letzten vier Wochen erlebt haben.
 
Wie oft haben Sie sich ...",,"I will now read off a number of feelings. For each one, please state how often you experienced this feeling in the last four weeks. How often have you been...",,,txt,,,"Researcher Notes:
Statement 1 = JGEF1 
**Statement 2 = JGEF2 
**Statement 3 = JGEF3 
**Statement 4 = JGEF4
"
soep-core,soep-core-2012-ju,94,jgef1,jgef1,ärgerlich gefühlt?,,angry?,,jgef x,cat,,,
soep-core,soep-core-2012-ju,94,jgef2,jgef2,ängstlich gefühlt?,,worried?,,jgef x,cat,,,
soep-core,soep-core-2012-ju,94,jgef3,jgef3,glücklich gefühlt?,,happy?,,jgef x,cat,,,
soep-core,soep-core-2012-ju,94,jgef4,jgef4,traurig gefühlt?,,sad?,,jgef x,cat,,,
soep-core,soep-core-2012-ju,95,,j7tag,"Haben Sie während der letzten 7 Tage irgendeine bezahlte Arbeit ausgeübt, auch wenn dies nur für eine Stunde oder für wenige Stunden war?","Bitte antworten Sie auch mit ""Ja"", wenn Sie in den letzten sieben Tagen normalerweise gearbeitet hätten, aber wegen Urlaub, Krankheit, schlechtem Wetter oder anderen Gründen zeitweise abwesend waren.","Have you done paid work during the last 7 days, even if only for an hour or a few hours?","Please also answer “yes” if you would normally have worked in the last 7 days,
but did not do so because of holidays, sickness, bad weather, or other reasons.",j7tag,cat,,,
soep-core,soep-core-2012-ju,96,,jnerw10,Haben Sie innerhalb der letzten vier Wochen aktiv nach einer Stelle gesucht?,,Have you actively looked for work within the last four weeks?,,jnerw10,cat,,,
soep-core,soep-core-2012-ju,97,,jalo,Sind Sie zur Zeit beim Arbeitsamt arbeitslos gemeldet?,,Are you officially registered unemployed at the Employment Office (Arbeitsamt)?,,jalo,cat,,,
soep-core,soep-core-2012-ju,98,,jpol1,"Einmal ganz allgemein gesprochen:
Wie stark interessieren Sie sich für Politik?",,"Generally speaking, how interested are you in politics?",,jpol1,cat,,,
soep-core,soep-core-2012-ju,99,,jpol2,"Viele Leute neigen längere Zeit einer bestimmten Partei zu, obwohl sie ab und zu eine andere Partei wählen.
Wie ist das bei Ihnen: Neigen Sie einer bestimmten Partei in Deutschland zu?",,"Many people in Germany lean towards one political party in the long term, even if they occasionally vote for another party or are not eligible to vote. Do you lean towards a particular political party?",,jpol2,cat,,2 @ 101,"Routing:
*IF [Q99000,2] *GOTO 101000
"
soep-core,soep-core-2012-ju,100,,jpol3,Welcher Partei neigen Sie zu?,,Which party do you lean toward?,,jpol3,cat,99;jpol2=1,,
soep-core,soep-core-2012-ju,100,jpolso,jpolso,[Andere] und zwar:,,[other]:,,,chr,100;jpol3=8,,"Filter:
ASK ONLY IF Q10001 : JPOL3=8
"
soep-core,soep-core-2012-ju,100,jpol4,jpol4,Und wie stark neigen Sie dieser Partei zu?,,And to what extent?,,jpol4,cat,100:jpol4=1:26,,"Filter:
ASK ONLY IF Q10001 : JPOL3=1,2,3,4,5,6,7,8
"
soep-core,soep-core-2012-ju,101,,,Zum Schluss möchten wir Sie noch nach Ihrer Zufriedenheit mit Ihrem Leben insgesamt fragen.,"Antworten Sie bitte anhand der folgenden Skala, bei der ""0"" ganz und gar unzufrieden, ""10"" ganz und gar zufrieden bedeutet.","Finally, we would like to ask you about your satisfaction with your life in general.","Please answer on a scale from 0 to 10,
where 0 means „completely dissatisfied“ and 10 means „completely satisfied“.",,txt,,,
soep-core,soep-core-2012-ju,101,jzule1,jzule1,"Wie zufrieden sind Sie gegenwärtig, alles in allem, mit ihrem Leben?",,"How satisfied are you with your life, all things considered?",,jzule1,cat,,,
soep-core,soep-core-2012-ju,A,,,Welches Datum haben wir heute?,,What is the date today?,,,txt,,,
soep-core,soep-core-2012-ju,A,jdatt,jdatt,Tag,,Day,,,int,,,
soep-core,soep-core-2012-ju,A,jdatm,jdatm,Monat,,Month,,,int,,,
soep-core,soep-core-2012-ju,B,,,Wie wurde die Befragung durchgeführt?,,How was the interview conducted?,,jform,cat,,,
soep-core,soep-core-2012-ju,C,,,Interviewdauer,,Duration of the interview:,,,txt,,,
soep-core,soep-core-2012-ju,C,jdauer1,jdauer1,Das mündliche Interview dauerte … Minuten,,The oral (complete or partial) interview lasted … minutes,,,int,,,
soep-core,soep-core-2012-ju,C,jdauer2,jdauer2,Befragter brauchte zum Selbstausfüllen … Minuten,,The respondent needed … minutes to complete the questionnaire,,,int,,,
soep-core,soep-core-2012-ju,D,,janw,Waren beim Ausfüllen des Fragebogens weitere Personen anwesend?,,Where other people present during completing this questionnaire?,,janw,cat,,,
soep-core,soep-core-2012-ju,E,,,Sonstige Hinweise:,,Other notes:,,,chr,,,
soep-core,soep-core-2012-ju,Interviewer,,,,,,,,txt,,,
soep-core,soep-core-2012-ju,Interviewer,listnr,listnr,Listen-Nr.,,Listen-Nr.,,,int,,,
soep-core,soep-core-2012-ju,Interviewer,lfdnr,lfdnr,Lfd. Nr.,,Lfd. Nr.,,,int,,,
soep-core,soep-core-2012-ju,Interviewer,3,,Ich bestätige die korrekte Durchführung des Interviews:,,Ich bestätige die korrekte Durchführung des Interviews:,,,txt,,,
soep-core,soep-core-2012-ju,Interviewer,jintnr,jintnr,Abrechnungs-Nummer,,Abrechnungs-Nummer,,,int,,,
soep-core,soep-core-2012-l,0,,,"Unsere wissenschaftliche Untersuchung beschäftigt sich in erster Linie mit der Darstellung von Entwicklungen im beruflichen und familiären Bereich.
Dafür müssen bestimmte Informationen über die Jahre hinweg lückenlos vorliegen. Dieser kurze Zu­satzfragebogen richtet sich nur an Personen, die an der Befragung 2011 nicht teilgenommen haben.
Bitte helfen Sie, die dadurch aufgetretenen Verlaufslücken zu schließen.
Herzlichen Dank!",,"Our scientific research covers primarily the development of family and vocational fields. Therefor certain information need to be on hand gapless over the years. This additional questionnaire adresses only people, who didn't participated 2011.
We kindly ask you to help us to close pccured progression gaps.
Sincere Thanks!",,,txt,,,
soep-core,soep-core-2012-l,0,1,,Bitte vor Übergabe unbedingt eintragen lt. Adressenprotokoll:,,"Before handing in the questionnaire, please enter in according with the adress log:",,,txt,,,
soep-core,soep-core-2012-l,0,hnr,hnr,Nr. des Haushalts:,,Houselhold number:,,,int,,,
soep-core,soep-core-2012-l,0,name,name,Vorname:,,First name:,,,chr,,,
soep-core,soep-core-2012-l,0,pnr,pnr,Person Nr.:,,Person number:,,,int,,,
soep-core,soep-core-2012-l,1,,,"Und nun erinnern Sie sich bitte noch einmal an das Jahr 2010 

Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im Jahr 2010 gewesen sein könnten.

Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw.","Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muss! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. ","Now please remember the past year.

Here you can see a kind of a calendar. On the left site are some statements what could have been in 2010.

Please go thru that list and state all months when you have been for example employed, unemployed etc.","Please mind that there has to be a statement for every month! For unemployment, even if it was shorter than a month, please mark the relevant month.",,txt,,,
soep-core,soep-core-2012-l,1,3,,Ich war . . . ,,I have been...,,,txt,,,
soep-core,soep-core-2012-l,1,pkal01,pkal01,voll erwerbstätig (auch ABM oder SAM),,Employed full-time (also ABM or SAM),,,chr,,,
soep-core,soep-core-2012-l,1,pkal13,pkal13,in Kurzarbeit,,Employed in short-time work,,,chr,,,
soep-core,soep-core-2012-l,1,pkal02,pkal02,teilzeitbeschäftigt,,Employed part-time,,,chr,,,
soep-core,soep-core-2012-l,1,pkal12,pkal12,in einem Mini-Job (bis 400 €),,Employed in a mini-job (up to 400 EUR),,,chr,,,
soep-core,soep-core-2012-l,1,pkal03,pkal03,in betrieblicher Erstausbildung / Lehre,,In initial occupational training,,,chr,,,
soep-core,soep-core-2012-l,1,pkal04,pkal04,"in Fortbildung, Umschulung oder beruflicher Weiterbildung",,In further education,,,chr,,,
