concept,topic,label_de,label
item_7525,paa,Kosten fuer Kita etc. pro Monat,Costs for pre-school per month
item_7526,paa,Kita: keine Kosten,Pre-school: no costs
item_7527,cpe,"Wahrscheinlichkeit in %: gewuenschter Ausbildungs-, Studienplatz",Probability in %: favoured apprenticeship or university place
item_7528,cpe,"Wahrscheinlichkeit in %: Abschluss Ausbildungs-, Studienplatz",Probability in %: apprenticeship or university place
item_7529,cpe,Wahrscheinlichkeit in %: Arbeitsplatz,Probability in %: workplace
item_7530,cpe,Wahrscheinlichkeit in %: beruflicher Erfolg,Probability in %: job success
item_7531,ila,Wahrscheinlichkeit in %: arbeitslos,Probability in %: unemployed
item_7532,ila,Wahrscheinlichkeit in %: Einschraenkung Familie,Probability in %: limitation family
item_7533,ila,Wahrscheinlichkeit in %: Selbstaendigkeit,Probability in %: self employed
item_7534,ila,Wahrscheinlichkeit in %: Ausland arbeiten,Probability in %: job abroad
item_7535,ila,Wahrscheinlichkeit in %: Heirat,Probability in %: marriage
item_7536,ila,Wahrscheinlichkeit in %: mit Partner,Probability in %: partnership
item_7537,ila,Wahrscheinlichkeit in %: ein Kind,Probability in %: one child
item_7538,ila,Wahrscheinlichkeit in %: mehrere Kinder,Probability in %: more than one child
item_7539,cil,"Sprechkompetenz: Herkunfts-,Elternsprache",Oral ability: Language Country of Origin
item_7540,cil,"Schreibkompetenz: Herkunfts-,Elternsprache",Written ability: Language Country of Origin
item_7541,cil,"Lesekompetenz: Herkunfts-, Elternsprache",reading ability: Language Country of Origin
item_77,iom,Inverse Ziehungswahrscheinlichkeit,Inverse Sampling Probability
item_7744,mgh,"Nach 1. Auslandsaufenthalt nach Deutschland, Jahr","After 1. Stay Abroad to Germany, Year"
item_7745,mgh,"Nach 1. Auslandsaufenthalt nach Deutschland, Monat","After 1. Stay Abroad to Germany, Month"
item_7753,mgh,"Nach 2. Auslandsaufenthalt nach Deutschland, Jahr","After 2. Stay Abroad to Germany, Year"
item_7754,mgh,"Nach 2. Auslandsaufenthalt nach Deutschland, Monat","After 2. Stay Abroad to Germany, Month"
item_7762,mgh,"Nach 3. Auslandsaufenthalt nach Deutschland, Jahr","After 3. Stay Abroad to Germany, Year"
item_7763,mgh,"Nach 3. Auslandsaufenthalt nach Deutschland, Monat","After 3. Stay Abroad to Germany, Month"
item_7771,mgh,"Nach 4. Auslandsaufenthalt nach Deutschland, Jahr","After 4. Stay Abroad to Germany, Year"
item_7772,mgh,"Nach 4. Auslandsaufenthalt nach Deutschland, Monat","After 4. Stay Abroad to Germany, Month"
item_7780,mgh,"Nach 5. Auslandsaufenthalt nach Deutschland, Jahr","After 5. Stay Abroad to Germany, Year"
item_7781,mgh,"Nach 5. Auslandsaufenthalt nach Deutschland, Monat","After 5. Stay Abroad to Germany, Month"
item_7789,mgh,"Nach 6. Auslandsaufenthalt nach Deutschland, Jahr","After 6. Stay Abroad to Germany, Year"
item_7790,mgh,"Nach 6. Auslandsaufenthalt nach Deutschland, Monat","After 6. Stay Abroad to Germany, Month"
item_7798,mgh,"Nach 7. Auslandsaufenthalt nach Deutschland, Jahr","After 7. Stay Abroad to Germany, Year"
item_7799,mgh,"Nach 7. Auslandsaufenthalt nach Deutschland, Monat","After 7. Stay Abroad to Germany, Month"
item_7807,mgh,"Nach 8. Auslandsaufenthalt nach Deutschland, Jahr","After 8. Stay Abroad to Germany, Year"
item_7808,mgh,"Nach 8. Auslandsaufenthalt nach Deutschland, Monat","After 8. Stay Abroad to Germany, Month"
item_7816,mgh,"Nach 9. Auslandsaufenthalt nach Deutschland, Jahr","After 9. Stay Abroad to Germany, Year"
item_7817,mgh,"Nach 9. Auslandsaufenthalt nach Deutschland, Monat","After 9. Stay Abroad to Germany, Month"
item_7825,mgh,"Nach 10. Auslandsaufenthalt nach Deutschland, Jahr","After 10. Stay Abroad to Germany, Year"
item_7826,mgh,"Nach 10. Auslandsaufenthalt nach Deutschland, Monat","After 10. Stay Abroad to Germany, Month"
item_7834,mgh,"Nach 11. Auslandsaufenthalt nach Deutschland, Jahr","After 11. Stay Abroad to Germany, Year"
item_7835,mgh,"Nach 11. Auslandsaufenthalt nach Deutschland, Monat","After 11. Stay Abroad to Germany, Month"
item_7843,mgh,"Nach 12. Auslandsaufenthalt nach Deutschland, Jahr","After 12. Stay Abroad to Germany, Year"
item_7844,mgh,"Nach 12. Auslandsaufenthalt nach Deutschland, Monat","After 12. Stay Abroad to Germany, Month"
item_7852,mgh,"Nach 13. Auslandsaufenthalt nach Deutschland, Jahr","After 13. Stay Abroad to Germany, Year"
item_7853,mgh,"Nach 13. Auslandsaufenthalt nach Deutschland, Monat","After 13. Stay Abroad to Germany, Month"
item_7861,mgh,"Nach 14. Auslandsaufenthalt nach Deutschland, Jahr","After 14. Stay Abroad to Germany, Year"
item_7862,mgh,"Nach 14. Auslandsaufenthalt nach Deutschland, Monat","After 14. Stay Abroad to Germany, Month"
item_7870,mgh,"Nach 15. Auslandsaufenthalt nach Deutschland, Jahr","After 15. Stay Abroad to Germany, Year"
item_7871,mgh,"Nach 15. Auslandsaufenthalt nach Deutschland, Monat","After 15. Stay Abroad to Germany, Month"
item_8444,chh,Anhaltspunkte fuer Stoerungen,symptoms of disorders
item_8445,chh,Stoerungen: Motorik,Disorder: Motor Skills
item_8446,chh,Stoerungen: Neurolog. Stoerung,Disorder: Nuerological Disorder
item_8447,chh,Stoerungen: Sprache,Disorder: Language
item_8448,chh,Stoerungen: Regulation,Disorder: Regulation
item_8449,chh,Stoerungen: Chronische Krankheit,Disorder: Chronic Illness
item_8450,chh,Stoerungen: koerperliche Behinderung,Disorder: Physical Handicap
item_8451,chh,Stoerungen: geistige Behinderung,Disorder: Mental Handicap
item_8452,chh,Stoerungen: sonstige,Diorder: Other
item_8453,tft,Fachhochschulstudium/Universitaetsstudium (seit 2013),Technical College/University of Applied Science/University
item_8454,ltm,Haeufigkeit Nutzen sozialer Online-Netzwerke (seit 2013),How Often Spend Time Being Online in Social Networks (since 2013)
item_8455,chh,Stoerungen: Wahrnehmung,Disorder: Perception
item_8456,chh,Stoerungen: Motorik,Disorder: Motor Skills
item_8457,chh,Stoerungen: Neurolog. Stoerung,Disorder: Nuerological Disorder
item_8458,chh,Stoerungen: Sprache,Disorder: Language
item_8459,chh,Stoerungen: Regulation,Disorder: Regulation
item_8460,chh,Stoerungen: Chronische Krankheit,Disorder: Chronic Illness
item_8461,chh,Stoerungen: koerperliche Behinderung,Disorder: Physical Handicap
item_8462,chh,Stoerungen: geistige Behinderung,Disorder: Mental Handicap
item_8463,chh,Stoerungen: sonstige,Diorder: Other
item_8464,ebc,Censor for time of event,Censor for time of event
item_8465,ebc,Informationsquelle,Source Of Information
item_8466,geb,"first exit from vocational, source of year","first exit from vocational, source of year"
item_8467,aad,Befragungstag,Day Of The Interview
item_8468,aad,Befragungsmonat,Month Of The Interview
item_8469,aad,Tiere-Nennen-Test starten?,Start Test: To Mention Animals?
item_8470,aad,Tiere genannt in 30 Sek.,Animals Mentioned In 30 Sec.
item_8471,aad,Tiere wiederholt in 30 Sek.,Animals Repeated In 30 Sec.
item_8472,aad,Tiere unklar in 30 Sek.,Animals Ambiguous In 30 Sec.
item_8473,aad,Tiere Summe aller Nennungen in 30 Sek.,Animals: Sum of all mentions In 30 Sec.
item_8474,aad,Tiere genannt in 60 Sek.,Animals Mentioned In 60 Sec.
item_8475,aad,Tiere wiederholt in 60 Sek.,Animals Repeated In 60 Sec.
item_8476,aad,Tiere unklar in 60 Sek.,Animals Ambiguous In 60 Sec.
item_8477,aad,Tiere Summe aller Nennungen in 60 Sek.,Animals: Sum of all mentions In 60 Sec.
item_8478,aad,Tiere genannt in 90 Sek.,Animals Mentioned In 90 Sec.
item_8479,aad,Tiere wiederholt in 90 Sek.,Animals Repeated In 90 Sec.
item_8480,aad,Tiere unklar in 90 Sek.,Animals Ambiguous In 90 Sec.
item_8481,aad,Tiere Summe aller Nennungen in 90 Sek.,Animals: Sum of all mentions In 90 Sec.
item_8482,aad,Zeichen-Zahlen-Test starten?,Start Test: Signs and Numbers?
item_8483,aad,Richtige Zahleneingaben in 30 Sek.,Correct Numerical Entries In 30 Sec.
item_8484,aad,Falsche Zahleneingaben in 30 Sek.,False Numerical Entries In 30 Sec.
item_8485,aad,Summe der Zahleneingaben in 30 Sek.,Sum of all Numerical Entries In 30 Sec.
item_8486,aad,Richtige Zahleneingaben in 60 Sek.,Correct Numerical Entries In 60 Sec.
item_8487,aad,Falsche Zahleneingaben in 60 Sek.,False Numerical Entries In 60 Sec.
item_8488,aad,Summe der Zahleneingaben in 60 Sek.,Sum of all Numerical Entries In 60 Sec.
item_8489,aad,Richtige Zahleneingaben in 90 Sek.,Correct Numerical Entries In 90 Sec.
item_8490,aad,Falsche Zahleneingaben in 90 Sek.,False Numerical Entries In 90 Sec.
item_8491,aad,Summe der Zahleneingaben in 90 Sek.,Sum of all Numerical Entries In 90 Sec.
item_8492,aad,Flaggenvariable Tiere-Nennen-Test,Flag Variable: Test To mention Animals
item_8493,aad,Stichprobenbeschreibung Zeichen-Zahlen-Test,Sample Description: Test Signs and Numbers
item_8494,aad,Teilnehmerstatus am CAPI-Kognitionstest,Survey Status In CAPI-Cognition-Testing
item_8495,aad,kognitiver test wort,Word test
item_8496,aad,test starten? (worttest),Start Test: Words?
item_8497,aad,summe richtiges wort,Sum of correct words
item_8498,ide,Personnummer der Auskunftsperson,Person Number Person Providing Info
item_8500,int,0 gesetzt,Value Set At 0
item_8501,iom,BETA: Hochrechnungsfaktor Samples A bis K 2013,BETA: Weighting Factor Samples A - K Wave 2013
item_8502,iom,BETA: Hochrechnungsfaktor Sample M 2013,BETA: Weighting Factor Sample M Wave 2013
item_8503,iom,BETA: Hochrechnungsfaktor Samples A bis K 2013,BETA: Weighting Factor Samples A - K wave 2013
item_8504,iom,BETA: Hochrechnungsfaktor Sample M 2013,BETA: Weighting Factor Sample M wave 2013
item_8505,bas,Business Assets Sole Owner,Business Assets Sole Owner
item_8506,bas,Business Assets Sole Owner Flag,Business Assets Sole Owner Flag
item_8507,opr,HH Other Real Estate Type One Family House,HH Other Real Estate Type One Family House
item_8508,opr,HH Other Real Estate Type Mult. Family House,HH Other Real Estate Type Mult. Family House
item_8509,opr,HH Other Real Estate Type Holiday Home,HH Other Real Estate Type Holiday Home
item_8510,opr,HH Other Real Estate Type Undeveloped Land,HH Other Real Estate Type Undeveloped Land
item_8511,opr,HH Other Real Estate Type Other Prop.,HH Other Real Estate Type Other Prop.
item_8512,opr,HH Other Real Estate Type,HH Other Real Estate Type
item_8513,opr,HH Other Real Estate Number Flag,HH Other Real Estate Number Flag
item_8514,inq,InterviewerNr. in Daten von LiD (SOEPcore),Interviewer number in data LiD (SOEPcore)
item_8515,inq,InterviewerNr. in Intband von LiD (SOEPcore),Interviewer number in Interviewer data LiD (SOEPcore)
item_8516,hes,Country of birth unknown,Country of birth unknown
item_8517,sdr,"[bis 2011]Stellung zum Haushaltsvorstand,Bezugsperson",[until 2011] Relationship To Head Of Household
item_8518,mgh,Nummer des Wegzugs,Spell number
item_8519,mgh,Spellanzahl pro Person,Total number of spells per person
item_8520,mgh,Monat des Wegzugs - Imputiert,Month of migration – Imputed
item_8521,mgh,Beginn des Aufenthalts,"Begin of stay, year and month"
item_8522,mgh,Status bei Zuzug,Migration to Germany and other countries under which way
item_8523,mgh,Anderer Status bei Zuzug,Migration to Germany and other countries under which other way
item_8524,mgh,Anderer Status bei Zuzug nach DE,Migration to Germany under which other way
item_8525,mgh,Anderer Status bei Zuzug in anderes Land,Migration to another country under which other way
item_8526,mgh,Jahr des letzten Zuzugs nach Deutschland,Year of the last migration to Germany
item_8527,mgh,Aufenthaltsdauer in Monaten,Length of stay in months
item_8528,mgh,Imputationszeiger - Monate,Imputation flag
jahr,ide,Befragungswelle,Survey Year
k_amtp,paa,durchschnittl. Kosten pro Monat,Costs Per Month
k_cost,paa,keine Kosten,No Costs
k_instr,wim,Sprachversion des Fragebogens,Language Version Of Questionnaire
k_samp,ide,Stichprobenzugehoerigkeit,Sample Membership
kal1a,esf,Vollzeit Erwerbstaetig Jan-Dez 2012,Employed Full-Time Jan-Dec Previous Yr.
kal1a001,esf,Vollzeit Erwerbstaetig Jan 2012,Employed Full-Time Jan Prev. Yr.
kal1a002,esf,Vollzeit Erwerbstaetig Feb 2012,Employed Full-Time Feb Prev. Yr.
kal1a003,esf,Vollzeit Erwerbstaetig Mar 2012,Employed Full-Time Mar Prev. Yr.
kal1a004,esf,Vollzeit Erwerbstaetig Apr 2012,Employed Full-Time Apr Prev. Yr.
kal1a005,esf,Vollzeit Erwerbstaetig Mai 2012,Employed Full-Time May Prev. Yr.
kal1a006,esf,Vollzeit Erwerbstaetig Jun 2012,Employed Full-Time Jun Prev. Yr.
kal1a007,esf,Vollzeit Erwerbstaetig Jul 2012,Employed Full-Time Jul Prev. Yr.
kal1a008,esf,Vollzeit Erwerbstaetig Aug 2012,Employed Full-Time Aug Prev. Yr.
kal1a009,esf,Vollzeit Erwerbstaetig Sep 2012,Employed Full-Time Sep Prev. Yr.
kal1a01,esf,Vollzeit Erwerbstaetig im Jahr  2012,Employed Full-Time In Prev. Yr
kal1a010,esf,Vollzeit Erwerbstaetig Okt 2012,Employed Full-Time Oct Prev. Yr.
kal1a011,esf,Vollzeit Erwerbstaetig Nov 2012,Employed Full-Time Nov Prev. Yr.
kal1a012,esf,Vollzeit Erwerbstaetig Dez 2012,Employed Full-Time Dec Prev. Yr.
kal1a02,esf,Vollzeit Erwerbstaetig N-Monate 2012,Employed Full-Time No. Months Prev. Yr
kal1b,ept,Teilzeit Erwerbstaetig Jan-Dez 2012,Employed Part-Time Jan-Dec Previous Yr.
kal1b001,ept,Teilzeit Erwerbstaetig Jan 2012,Employed Part-Time Jan Prev. Yr.
kal1b002,ept,Teilzeit Erwerbstaetig Feb 2012,Employed Part-Time Feb Prev. Yr.
kal1b003,ept,Teilzeit Erwerbstaetig Mar 2012,Employed Part-Time Mar Prev. Yr.
kal1b004,ept,Teilzeit Erwerbstaetig Apr 2012,Employed Part-Time Apr Prev. Yr.
kal1b005,ept,Teilzeit Erwerbstaetig Mai 2012,Employed Part-Time May Prev. Yr.
kal1b006,ept,Teilzeit Erwerbstaetig Jun 2012,Employed Part-Time Jun Prev. Yr.
kal1b007,ept,Teilzeit Erwerbstaetig Jul 2012,Employed Part-Time Jul Prev. Yr.
kal1b008,ept,Teilzeit Erwerbstaetig Aug 2012,Employed Part-Time Aug Prev. Yr.
kal1b009,ept,Teilzeit Erwerbstaetig Sep 2012,Employed Part-Time Sep Prev. Yr.
kal1b01,ept,Teilzeit Erwerbstaetig im Jahr  2012,Employed Part-Time In Prev. Yr
kal1b010,ept,Teilzeit Erwerbstaetig Okt 2012,Employed Part-Time Oct Prev. Yr.
kal1b011,ept,Teilzeit Erwerbstaetig Nov 2012,Employed Part-Time Nov Prev. Yr.
kal1b012,ept,Teilzeit Erwerbstaetig Dez 2012,Employed Part-Time Dec Prev. Yr.
kal1b02,ept,Teilzeit Erwerbstaetig N-Monate 2012,Employed Part-Time No. Months Prev. Yr
kal1c,ojt,"Betrbl 1.Ausbild,Lehre Jan-Dez 2012","Education, Retraining Jan-Dec Prev. Yr."
kal1c001,ojt,"Betrbl 1.Ausbild,Lehre Jan 2012","Education, Retraining Jan Prev. Yr."
kal1c002,ojt,"Betrbl 1.Ausbild,Lehre Feb 2012","Education, Retraining Feb Prev. Yr."
kal1c003,ojt,"Betrbl 1.Ausbild,Lehre Mar 2012","Education, Retraining Mar Prev. Yr."
kal1c004,ojt,"Betrbl 1.Ausbild,Lehre Apr 2012","Education, Retraining Apr Prev. Yr."
kal1c005,ojt,"Betrbl 1.Ausbild,Lehre Mai 2012","Education, Retraining May Prev. Yr."
kal1c006,ojt,"Betrbl 1.Ausbild,Lehre Jun 2012","Education, Retraining Jun Prev. Yr."
kal1c007,ojt,"Betrbl 1.Ausbild,Lehre Jul 2012","Education, Retraining Jul Prev. Yr."
kal1c008,ojt,"Betrbl 1.Ausbild,Lehre Aug 2012","Education, Retraining Aug Prev. Yr."
kal1c009,ojt,"Betrbl 1.Ausbild,Lehre Sep 2012","Education, Retraining Sep Prev. Yr."
kal1c01,ojt,"Betrbl 1.Ausbild,Lehre im Jahr  2012","Education, Retraining In Prev. Yr"
