study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,range,concept,filter,goto,description,scripternotes,number,old.template.id,dataset,var_fix
soep-core,soep-core-2016-ju,97,jzu02,1319,"Im Vergleich mit anderen habe ich nicht das erreicht, was ich verdient hätte",,"Compared to other people, I have not achieved what I deserve",,cat,393+,,jzu02,,,,,,,,
soep-core,soep-core-2016-ju,97,jzu03,1319,"Was man im Leben erreicht, ist in erster Linie eine Frage von Schicksal oder Glück",,What a person achieves in life is above all a question of fate or luck,,cat,393+,,jzu03,,,,,,,,
soep-core,soep-core-2016-ju,97,jzu04,1319,"Ich mache häufig die Erfahrung, dass andere über mein Leben bestimmen",,I frequently have the experience that other people have a controlling influence over my life,,cat,393+,,jzu04,,,,,,,,
soep-core,soep-core-2016-ju,97,jzu05,1319,Erfolg muss man sich hart erarbeiten,,You have to work hard to succeed,,cat,393+,,jzu05,,,,,,,,
soep-core,soep-core-2016-ju,97,jzu06,1319,"Wenn ich im Leben auf Schwierigkeiten stoße, zweifle ich oft an meinen Fähigkeiten",,"When I run up against difficulties in life, I often doubt my own abilities",,cat,393+,,jzu06,,,,,,,,
soep-core,soep-core-2016-ju,97,jzu07,1319,"Welche Möglichkeiten ich im Leben habe, wird von den sozialen Umständen bestimmt",,The opportunities that I have in life are determined by social conditions,,cat,393+,,jzu07,,,,,,,,
soep-core,soep-core-2016-ju,97,jzu08,1319,"Wichtiger als alle Anstrengungen sind die Fähigkeiten, die man mitbringt",,Innate abilities are more important than any efforts one can make,,cat,393+,,jzu08,,,,,,,,
soep-core,soep-core-2016-ju,97,jzu09,1319,"Ich habe wenig Kontrolle über die Dinge, die in meinem Leben passieren",,I have little control over the things that happen in my life,,cat,393+,,jzu09,,,,,,,,
soep-core,soep-core-2016-ju,97,jzu10,1319,"Wenn man sich sozial oder politisch engagiert, kann man die sozialen Verhältnisse beeinflussen",,"If a person is socially or politically active, he/she can have an effect on social conditions",,cat,393+,,jzu10,,,,,,,,
soep-core,soep-core-2016-ju,97,jzu11,1319,"Ich verzichte heute auf etwas, damit ich mir morgen mehr leisten kann",,I can give up something today to be able to afford more tomorrow.,,cat,393+,,jzu11,,,,,,,,
soep-core,soep-core-2016-ju,97,jzu12,1319,Im Allgemeinen kann man den Menschen vertrauen,,People can generally be trusted,,cat,393+,,jzu12,,,,,,,,
soep-core,soep-core-2016-ju,97,jzu13,1319,Heutzutage kann man sich auf niemanden mehr verlassen,,Nowadays you can't rely on anyone,,cat,393+,,jzu13,,,,,,,,
soep-core,soep-core-2016-ju,97,jzu14,1319,"Wenn man mit Fremden zu tun hat, ist es besser, vorsichtig zu sein, bevor man ihnen vertraut",,"When you are dealing with strangers, it is better to be cautious and not trust them right away",,cat,393+,,jzu14,,,,,,,,
soep-core,soep-core-2016-ju,97,jzu15,1319,Ich will lieber heute meinen Spaß haben und denke dabei nicht an morgen,,I prefer to have fun today and not think about tomorrow.,,cat,393+,,jzu15,,,,,,,,
soep-core,soep-core-2016-ju,intro11,1,9493,Wie sehen Sie sich selbst?,,How do you see yourself?,,sec1,,,,,,,,,,,
soep-core,soep-core-2016-ju,98,1,1320,"Hier sind unterschiedliche Eigenschaften, die eine Person haben kann. 
Wahrscheinlich werden einige Eigenschaften auf Sie persönlich voll zutreffen und andere überhaupt nicht. Bei wieder anderen sind Sie vielleicht unentschieden.

Ich bin jemand, der ...","Antworten Sie bitte anhand der folgenden Skala.
Der Wert 1 bedeutet: trifft überhaupt nicht zu.
Der Wert 7 bedeutet: trifft voll zu.
Mit den Werten zwischen 1 und 7 können Sie Ihre Meinung abstufen.","People can have many different qualities—some are listed below. You will probably think that some of these are completely true of you whereas others are not at all. And with some of them, you might not be sure. I am…","Please answer on a scale from 1 to 7, where 1 means „not true of me at all“, and 7 means „completely true of me“. ",txt,,,,,,"Researcher Notes:
Statement 1 = JEGO01 
**Statement 2 = JEGO02 
**Statement 3 = JEGO03 
**Statement 4 = JEGO04 
**Statement 5 = JEGO05 
**Statement 6 = JEGO06 
**Statement 7 = JEGO07 
**Statement 8 = JEGO08 
**Statement 9 = JEGO09
**Statement 10 = JEGO10 
**Statement 11 = JEGO11 
**Statement 12 = JEGO12 
**Statement 13 = JEGO13 
**Statement 14 = JEGO14 
**Statement 15 = JEGO15 
**Statement 16 = JEGO16 
**Statement 17 = JEGO17
",,,,,
soep-core,soep-core-2016-ju,98,jego01,1320,gründlich arbeitet,,a thorough worker.,,cat,53+,,jego01,,,,,,,,
soep-core,soep-core-2016-ju,98,jego02,1320,"kommunikativ, gesprächig ist",,communicative and talkative.,,cat,53+,,jego02,,,,,,,,
soep-core,soep-core-2016-ju,98,jego03,1320,manchmal etwas grob zu anderen ist,,sometimes a bit rude to others.,,cat,53+,,jego03,,,,,,,,
soep-core,soep-core-2016-ju,98,jego04,1320,"originell ist, neue Ideen einbringt",,"original, someone who comes up with new ideas.",,cat,53+,,jego04,,,,,,,,
soep-core,soep-core-2016-ju,98,jego05,1320,sich oft Sorgen macht,,a worrier.,,cat,53+,,jego05,,,,,,,,
soep-core,soep-core-2016-ju,98,jego06,1320,verzeihen kann,,forgiving.,,cat,53+,,jego06,,,,,,,,
soep-core,soep-core-2016-ju,98,jego07,1320,eher faul ist,,somewhat lazy.,,cat,53+,,jego07,,,,,,,,
soep-core,soep-core-2016-ju,98,jego08,1320,"aus sich herausgehen kann, gesellig ist",,"outgoing, sociable.",,cat,53+,,jego08,,,,,,,,
soep-core,soep-core-2016-ju,98,jego09,1320,"künstlerische, ästhetische Erfahrungen schätzt",,"someone who values artistic, aesthetic experiences.",,cat,53+,,jego09,,,,,,,,
soep-core,soep-core-2016-ju,98,jego10,1320,leicht nervös wird,,nervous.,,cat,53+,,jego10,,,,,,,,
soep-core,soep-core-2016-ju,98,jego11,1320,Aufgaben wirksam und effizient erledigt,,effective and efficient in completing tasks.,,cat,53+,,jego11,,,,,,,,
soep-core,soep-core-2016-ju,98,jego12,1320,zurückhaltend ist,,reserved.,,cat,53+,,jego12,,,,,,,,
soep-core,soep-core-2016-ju,98,jego13,1320,rücksichtsvoll und freundlich mit anderen umgeht,,considerate and kind to others.,,cat,53+,,jego13,,,,,,,,
soep-core,soep-core-2016-ju,98,jego14,1320,"eine lebhafte Phantasie, Vorstellungen hat",,imaginative.,,cat,53+,,jego14,,,,,,,,
soep-core,soep-core-2016-ju,98,jego15,1320,"entspannt ist, mit Stress gut umgehen kann",,"relaxed, able to deal with stress.",,cat,53+,,jego15,,,,,,,,
soep-core,soep-core-2016-ju,98,jego16,1320,wissbegierig ist,,eager for knowledge.,,cat,53+,,jego16,,,,,,,,
soep-core,soep-core-2016-ju,98,jego17,1320,eine positive Einstellung zu sich selbst hat,,someone with a positive attitude toward myself.,,cat,53+,,jego17,,,,,,,,
soep-core,soep-core-2016-ju,99,1,1119,Wie würden Sie Ihren gegenwärtigen Gesundheitszustand beschreiben?,,How would you describe your current health?,,cat,108+,,jges,,,,,,,,
soep-core,soep-core-2016-ju,100,1,1249,Was ist Ihre Körpergröße in cm?,"Wenn Sie es nicht genau wissen, schätzen Sie bitte.",How tall are you? (cm),"If you don't know, please estimate.",txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,100,jgr,1249,cm,,cm,,int,,,jgr,,,,,,,,
soep-core,soep-core-2016-ju,101,1,1250,Wieviel Kilogramm wiegen Sie gegenwärtig?,"Wenn Sie es nicht genau wissen, schätzen Sie bitte.",How many kilograms do you currently weigh?,"If you don't know, please estimate.",txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,101,jkilo,1250,kg,,kg,,int,,,jkilo,,,,,,,,
soep-core,soep-core-2016-ju,102,1,1321,"Ich lese Ihnen eine Reihe von Gefühlen vor. Geben Sie bitte jeweils an, wie häufig oder selten Sie dieses Gefühl in den letzten vier Wochen erlebt haben.

Wie oft haben Sie sich ...",,I will now read to you a number of feelings. Please state how often or rarely you have experienced each feeling within the last four weeks. How often have you felt …,,txt,,,,,,"Researcher Notes:
Statement 1 = JGEF1 
**Statement 2 = JGEF2 
**Statement 3 = JGEF3 
**Statement 4 = JGEF4
",,,,,
soep-core,soep-core-2016-ju,102,jgef1,1321,ärgerlich gefühlt?,,angry?,,cat,27+,,jgef1,,,,,,,,
soep-core,soep-core-2016-ju,102,jgef2,1321,ängstlich gefühlt?,,worried?,,cat,27+,,jgef2,,,,,,,,
soep-core,soep-core-2016-ju,102,jgef3,1321,glücklich gefühlt?,,happy?,,cat,27+,,jgef3,,,,,,,,
soep-core,soep-core-2016-ju,102,jgef4,1321,traurig gefühlt?,,sad?,,cat,27+,,jgef4,,,,,,,,
soep-core,soep-core-2016-ju,103,1,1152,"Einmal ganz allgemein gesprochen:
Wie stark interessieren Sie sich für Politik?",,"Generally speaking, how interested are you in politics?",,cat,135+,,jpol1,,,,,,,,
soep-core,soep-core-2016-ju,104,1,1278,"Viele Leute neigen längere Zeit einer bestimmten Partei zu, obwohl sie ab und zu eine andere Partei wählen.
Wie ist das bei Ihnen: Neigen Sie einer bestimmten Partei in Deutschland zu?",,"Many people in Germany lean towards one political party in the long term, even if they occasionally vote for another party or are not eligible to vote. Do you lean towards a particular political party?",,cat,1+,,jpol2,,2 @ 101,"Routing:
*IF [Q99000,2] *GOTO 101000
",,,,,
soep-core,soep-core-2016-ju,105,1,9494,Welcher Partei neigen Sie zu?,,Which party do you lean towards?,,cat,405+,,jpol3,99;jpol2=1,,Nennung Partei,,,,,
soep-core,soep-core-2016-ju,105,jpolso,9494,[Andere] und zwar:,,[other]:,,chr,,,jpolso,100;jpol3=8,,Nennung andere Partei,,,,,
soep-core,soep-core-2016-ju,106,jpol4,9495,Und wie stark neigen Sie dieser Partei zu?,,And to what extent do you lean towards this party?,,cat,371+,,jpol4,100:jpol4=1:27,,"Filter:
ASK ONLY IF Q10001 : JPOL3=1,2,3,4,5,6,7,8
",,,,,
soep-core,soep-core-2016-ju,107,1,1325,Zum Schluss möchten wir Sie noch nach Ihrer Zufriedenheit mit Ihrem Leben insgesamt fragen.,"Antworten Sie bitte anhand der folgenden Skala, bei der „0“ ganz und gar unzufrieden, „10“ ganz und gar zufrieden bedeutet.","In conclusion, we would like to ask you how satisfied you are with your life in general.","Please answer on a scale from 0 to 10,
where 0 means „completely dissatisfied“ and 10 means „completely satisfied“.",txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,107,jzule1,1325,"Wie zufrieden sind Sie gegenwärtig, alles in allem, mit ihrem Leben?",,"How satisfied are you with your life, all things considered?",,cat,406+,,jzule1,,,,,,,,
soep-core,soep-core-2016-ju,A_0,1,1024,Durchführung des Interviews,,Implementation of the interview,,txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,A,1,1297,Welches Datum haben wir heute?,,What is the date today?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,A,jdatt,1297,Tag,,Day,,int,,,jdatt,,,,,,,,
soep-core,soep-core-2016-ju,A,jdatm,1297,Monat,,Month,,int,,,jdatm,,,,,,,,
soep-core,soep-core-2016-ju,A,jdatst,1297,Stunde,,Hour,,int,,,jdatst,,,,,,,,
soep-core,soep-core-2016-ju,A,jdatmi,1297,Minute,,Minute,,int,,,jdatmi,,,,,,,,
soep-core,soep-core-2016-ju,B,1,1326,Wie wurde die Befragung durchgeführt?,,How was the interview conducted?,,cat,395+,,jform,,,,,,,,
soep-core,soep-core-2016-ju,C,1,1283,Interviewdauer,,Duration of the interview:,,txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,C,jdauer1,1283,Das mündliche Interview dauerte … Minuten,,The oral (complete or partial) interview lasted … minutes,,int,,,jdauer1,,,,,,,,
soep-core,soep-core-2016-ju,C,jdauer2,1283,Befragter brauchte zum Selbstausfüllen … Minuten,,The respondent needed … minutes to complete the questionnaire,,int,,,jdauer2,,,,,,,,
soep-core,soep-core-2016-ju,D,1,1284,Waren beim Ausfüllen des Fragebogens weitere Personen anwesend?,,Where other people present during completing this questionnaire?,,cat,396+,,janw,,,,,,,,
soep-core,soep-core-2016-ju,E,1,1327,Sonstige Hinweise:,,Other notes:,,chr,,,jtext,,,,,,,,
soep-core,soep-core-2016-ju,IN,1,1328,,,,,txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,IN,listnr,1328,Listen-Nr,,List-number,,int,,,listnr,,,,,,,,
soep-core,soep-core-2016-ju,IN,lfdnr,1328,Lfd. Nr.,,Consecutive number,,int,,,lfdnr,,,,,,,,
soep-core,soep-core-2016-ju,IN,999,1328,Ich bestätige die korrekte Durchführung des Interviews:,,I confirm the correct implementation of the interview:,,txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,IN,jintnr,1328,Abrechnungs-Nummer,,Account number:,,int,,,jintnr,,,,,,,,
soep-core,soep-core-2016-ju-m12,Intro,1,8361,"Dieser Fragebogen richtet sich an Personen im Haushalt, die 1998 geboren sind und erstmals persönlich an der Befragung teilnehmen.

Ihre Mitarbeit ist freiwillig. Die wissenschaftliche Aussagekraft dieser Untersuchung hängt aber entscheidend von der Mitarbeit aller Personen in allen Haushalten ab.

Darum bitten wir Sie herzlich, 

- unserem Mitarbeiter dieses Interview zu gewähren

- oder den Fragebogen sorgfältig selbst auszufüllen.",,"This questionnaires addresses household members born 1998 and are participating for the first time ever.

Your cooperation is voluntary. The scientific validity of this survey, however, depends on cooperation of every member of every household.

We cordially request you,

- to answer the questions for our Interviewer

- or to fill out the questionnaire by yourself accurately. ",,txt,,,,,,,,,,,
soep-core,soep-core-2016-ju-m12,0,1,8362,Bitte vor Übergabe unbedingt eintragen lt. Adressenprotokoll:,,"Before handing in the questionnaire, please enter in accordance with the address log:","Before handing in the questionnaire, please enter in accordance with the address log:",txt,,,,,,,,,,,
soep-core,soep-core-2016-ju-m12,0,hnr,8362,Nr. des Haushalts,,Household number,Number of household,int,,,hnr,,,,,,,,
soep-core,soep-core-2016-ju-m12,0,pnr,8362,Person Nr.:,,Person number,Person ID:,int,,,pnr,,,,,,,,
soep-core,soep-core-2016-ju-m12,0,name,8362,Vorname,,First name,First Name,chr,,,name,,,,,,,,
soep-core,soep-core-2016-ju-m12,intro1,1,9476,Wohnen,,Living,,sec1,,,,,,,,,,,
soep-core,soep-core-2016-ju-m12,1,jwohn1,931,Wohnen Sie gegenwärtig im elterlichen Haushalt?,,Do you currently live in your parental household?,,cat,1+,,jwohn1,,2 @ 4,"Routing:
*IF [Q1000,2] *GOTO 4000
",,,,,
soep-core,soep-core-2016-ju-m12,2,jowhn2,1215,"Haben Sie ein eigenes Zimmer für sich alleine, oder teilen Sie Ihr Zimmer mit anderen Personen (beispielsweise Geschwistern)?",,Do you have a room of your own? Or do you share your room (e.g. with siblings)?,,cat,286+,,jwohn2,1;jwohn1=1,,Zimmer,,,,,
soep-core,soep-core-2016-ju-m12,3,jowhn3,1216,"Haben Sie neben der Wohnung bei Ihren Eltern noch eine andere Wohnung oder ein Zimmer, wo Sie selbst auch wohnen?",,"Do you haven an additional room or appartment, where you live?",,cat,1+,,jwohn3,,,,,,,,
soep-core,soep-core-2016-ju-m12,intro2,1,9477,Jobs und Geld,,Jobs and money,,sec1,,,,,,,,,,,
soep-core,soep-core-2016-ju-m12,4,j7tag,1322,"Haben Sie während der letzten 7 Tage irgendeine bezahlte Arbeit ausgeübt, auch wenn dies nur für eine Stunde oder für wenige Stunden war?","Bitte antworten Sie auch mit „Ja“, wenn Sie in den letzten sieben Tagen normalerweise gearbeitet hätten, aber wegen Urlaub, Krankheit, schlechtem Wetter oder anderen Gründen zeitweise abwesend waren.","Have you done paid work during the last 7 days, even if only for an hour or a few hours?","Please also answer “yes” if you would normally have worked in the last 7 days,
but did not do so because of vacation, illness, bad weather, or other reasons.",cat,1+,,j7tag,,,,,,,,
soep-core,soep-core-2016-ju-m12,5,jnerw10,1150,Haben Sie innerhalb der letzten vier Wochen aktiv nach einer Stelle gesucht?,,Have you actively looked for work within the last four weeks?,,cat,1+,,jnerw10,,,,,,,,
soep-core,soep-core-2016-ju-m12,6,jalo,1323,Sind Sie zur Zeit bei der Agentur für Arbeit arbeitslos gemeldet?,,Are you officially registered unemployed at the Employment Office (Arbeitsamt)?,,cat,1+,,jalo,,,,,,,,
soep-core,soep-core-2016-ju-m12,7,jjob1,13671,"Verdienen Sie derzeit selbst Geld durch Arbeit, Jobs oder als Auszubildender?",,Do you already have a job to earn own money?,,cat,1+,,jjob1,,2 @ 6,"Routing:
*IF [Q4000,2] *GOTO 6000
",,,,,
soep-core,soep-core-2016-ju-m12,8,1,9479,"Wie hoch war Ihr Arbeitsverdienst im letzten Monat? Bitte geben Sie nach Möglichkeit beides an: den Bruttoverdienst, das heißt Lohn oder Gehalt vor Abzug der Steuern und Sozialversicherung, und den Nettoverdienst, das heißt den Betrag nach Abzug von Steuern und Beiträgen zur Renten-, Arbeitslosen- und Krankenversicherung.",,"What did you earn from your work last month? Please state both: gross income, which means income before deduction of taxes and social security and net income, which means income after deduction of taxes, social security, and unemployment and health insurance.",,txt,,,,,,,,,,,
soep-core,soep-core-2016-ju-m12,8,jbrut,9479,Der Arbeitsverdienst betrug: brutto … Euro,,I earned gross: … euros,,int,,,jbrut,,,,,,,,
soep-core,soep-core-2016-ju-m12,8,jnett,9479,Der Arbeitsverdienst betrug: netto … Euro,,I earned net: … euros,,int,,,jnett,,,,,,,,
soep-core,soep-core-2016-ju-m12,9,jjob2,1217,Verdienen Sie das Geld ...,,Do you earn the money …,,cat,353+,,jjob2,4;jjob1=1,3 @ 7,Stellung im Job,,,,,
soep-core,soep-core-2016-ju-m12,10,jjob3,1299,Haben Sie früher schon einmal „gejobbt“ und damit etwas Geld verdient?,"Gemeint sind einigermaßen regelmäßige Verdienstquellen während der Ferien oder während desganzen Jahres, z.B. häufiges Babysitten, Nachhilfeunterricht geben oder Austragen von Zeitungen",Have you ever done side jobs to earn money?,"What we are referring to are relatively regular jobs during school vacation or the school year (babysitting, tutoring, delivering newspapers, etc.)",cat,1+,,jjob3,5;jjob2=1 : 2,2@9,Job /Arbeit (früher),,,,,
soep-core,soep-core-2016-ju-m12,11,1,1300,In welchem Alter haben Sie erstmals mit dem regelmäßigen „Jobben“ bzw. Geldverdienen angefangen?,,How old were you when starting doing side jobs or earning money?,,txt,,,,6;jjob3=1,,Alter erster Job,,,,,
soep-core,soep-core-2016-ju-m12,11,jjob4,1300,Im Alter von . . . Jahren,,I was … years old,,int,,,jjob4,,,,,,,,
soep-core,soep-core-2016-ju-m12,12,jjob5,939,"Haben Sie diese Jobs aus Interesse ausgeübt oder nur, um sich noch ein paar Euro hinzuzuverdienen?",,Did you start those jobs because you were interested or to earn some money?,,cat,288+,,jjob5,,,,,,,,
soep-core,soep-core-2016-ju-m12,13,jtg1,9480,Erhalten Sie Taschengeld oder einen regelmäßigen Zuschuss von Ihren Eltern oder anderen Verwandten?,,How is it today? Do you get pocket money or a regular financial support from your parents or other relatives?,,cat,1+,,jtg1,,2 @ 11,"Routing:
*IF [Q9000,2] **GOTO BLOCK 1100
",,,,,
soep-core,soep-core-2016-ju-m12,14,1,1221,Wieviel Taschengeld oder Zuschuss erhalten Sie regelmäßig pro Woche oder pro Monat?,,How much pocket money/allowance do you get per week / per month?,,txt,,,,9;jtg1=1,,,,,,,
soep-core,soep-core-2016-ju-m12,14,jtg2,1221,Pro Woche ...Euro,,… euros per week,,int,,,jtg2,,,,,,,,
soep-core,soep-core-2016-ju-m12,14,2,1221,oder,,or,,txt,,,,,,,,,,,
soep-core,soep-core-2016-ju-m12,14,jtg3,1221,Pro Monat … Euro,,… euros per month,,int,,,jtg3,,,,,,,,
