"concept","topic","topic_prefix","label_de","label","label_old","label_de_old"
"kal1n007","T0202021100000000","min","Mini-Job (bis 400 EUR) Jul 2012","Mini-Job (up to 400 EUR) Jul Previous Yr.","Mini-Job (up to 400 EUR) Jul Previous Yr.","Mini-Job (bis 400 EUR) Jul 2011"
"kal1n008","T0202021100000000","min","Mini-Job (bis 400 EUR) Aug 2012","Mini-Job (up to 400 EUR) Aug Previous Yr.","Mini-Job (up to 400 EUR) Aug Previous Yr.","Mini-Job (bis 400 EUR) Aug 2011"
"kal1n009","T0202021100000000","min","Mini-Job (bis 400 EUR) Sep 2012","Mini-Job (up to 400 EUR) Sep Previous Yr.","Mini-Job (up to 400 EUR) Sep Previous Yr.","Mini-Job (bis 400 EUR) Sep 2011"
"kal1n01","T0202021100000000","min","Mini-Job (bis 400 EUR) im Jahr  2012","Mini-Job (up to 400 EUR) Prev. Yr.","Mini-Job (up to 400 EUR) Prev. Yr.","Mini-Job (bis 400 EUR) im Jahr  2011"
"kal1n010","T0202021100000000","min","Mini-Job (bis 400 EUR) Okt 2012","Mini-Job (up to 400 EUR) Okt Previous Yr.","Mini-Job (up to 400 EUR) Okt Previous Yr.","Mini-Job (bis 400 EUR) Okt 2011"
"kal1n011","T0202021100000000","min","Mini-Job (bis 400 EUR) Nov 2012","Mini-Job (up to 400 EUR) Nov Previous Yr.","Mini-Job (up to 400 EUR) Nov Previous Yr.","Mini-Job (bis 400 EUR) Nov 2011"
"kal1n012","T0202021100000000","min","Mini-Job (bis 400 EUR) Dez 2012","Mini-Job (up to 400 EUR) Dec Previous Yr.","Mini-Job (up to 400 EUR) Dec Previous Yr.","Mini-Job (bis 400 EUR) Dez 2011"
"kal1n02","T0202021100000000","min","Mini-Job (bis 400 EUR) N-Monate 2012","Mini-Job (up to 400 EUR) No. Months Prev. Yr.","Mini-Job (up to 400 EUR) No. Months Prev. Yr.","Mini-Job (bis 400 EUR) N-Monate 2011"
"kal2a","T0208020100000000","wsp","Lohn als Arbeitnehmer    Jan-Dez 1993","Wages,Salary Jan-Dec Prev Yr","Wages,Salary Jan-Dec Prev Yr","Lohn als Arbeitnehmer    Jan-Dez 1993"
"kal2a001","T0208020100000000","wsp","Lohn als Arbeitnehmer    Jan 1993","Wages,Salary Jan Prev Yr","Wages,Salary Jan Prev Yr","Lohn als Arbeitnehmer    Jan 1993"
"kal2a002","T0208020100000000","wsp","Lohn als Arbeitnehmer    Feb 1993","Wages,Salary Feb Prev Yr","Wages,Salary Feb Prev Yr","Lohn als Arbeitnehmer    Feb 1993"
"kal2a003","T0208020100000000","wsp","Lohn als Arbeitnehmer    Mar 1993","Wages,Salary Mar Prev Yr","Wages,Salary Mar Prev Yr","Lohn als Arbeitnehmer    Mar 1993"
"kal2a004","T0208020100000000","wsp","Lohn als Arbeitnehmer    Apr 1993","Wages,Salary Apr Prev Yr","Wages,Salary Apr Prev Yr","Lohn als Arbeitnehmer    Apr 1993"
"kal2a005","T0208020100000000","wsp","Lohn als Arbeitnehmer    Mai 1993","Wages,Salary May Prev Yr","Wages,Salary May Prev Yr","Lohn als Arbeitnehmer    Mai 1993"
"kal2a006","T0208020100000000","wsp","Lohn als Arbeitnehmer    Jun 1993","Wages,Salary Jun Prev Yr","Wages,Salary Jun Prev Yr","Lohn als Arbeitnehmer    Jun 1993"
"kal2a007","T0208020100000000","wsp","Lohn als Arbeitnehmer    Jul 1993","Wages,Salary Jul Prev Yr","Wages,Salary Jul Prev Yr","Lohn als Arbeitnehmer    Jul 1993"
"kal2a008","T0208020100000000","wsp","Lohn als Arbeitnehmer    Aug 1993","Wages,Salary Aug Prev Yr","Wages,Salary Aug Prev Yr","Lohn als Arbeitnehmer    Aug 1993"
"kal2a009","T0208020100000000","wsp","Lohn als Arbeitnehmer    Sep 1993","Wages,Salary Sep Prev Yr","Wages,Salary Sep Prev Yr","Lohn als Arbeitnehmer    Sep 1993"
"kal2a01","T0208020100000000","wsp","Lohn als Arbeitnehmer    Bezogen 2012","Wages,Salary Previous Yr.","Wages,Salary Previous Yr.","Lohn als Arbeitnehmer    Bezogen 2011"
"kal2a010","T0208020100000000","wsp","Lohn als Arbeitnehmer    Okt 1993","Wages,Salary Oct Prev Yr","Wages,Salary Oct Prev Yr","Lohn als Arbeitnehmer    Okt 1993"
"kal2a011","T0208020100000000","wsp","Lohn als Arbeitnehmer    Nov 1993","Wages,Salary Nov Prev Yr","Wages,Salary Nov Prev Yr","Lohn als Arbeitnehmer    Nov 1993"
"kal2a012","T0208020100000000","wsp","Lohn als Arbeitnehmer    Dez 1993","Wages,Salary Dec Prev Yr","Wages,Salary Dec Prev Yr","Lohn als Arbeitnehmer    Dez 1993"
"kal2a02","T0208020100000000","wsp","Lohn als Arbeitnehmer    Monate  2012","Wages,Salary Months Previous Yr.","Wages,Salary Months Previous Yr.","Lohn als Arbeitnehmer    Monate  2011"
"kal2a03","T0301020100000000","wsa","Lohn als Arbeitnehmer    Betrag  2012","Wages,Salary Amount Previous Yr.","Wages,Salary Amount Previous Yr.","Lohn als Arbeitnehmer    Betrag  2011"
"kal2a04","T0301020100000000","wsa","Lohn als Arbeitnehmer    (Netto) 2012","Wages,Salary Previous Yr. NET","Wages,Salary Previous Yr. NET","Lohn als Arbeitnehmer    (Netto) 2011"
"kal2b","T0208020200000000","ise","Eink.a.selbstdg.Taetigk. Jan-Dez 1993","Self-Employment Income Jan-Dec Prev Yr","Self-Employment Income Jan-Dec Prev Yr","Eink.a.selbstdg.Taetigk. Jan-Dez 1993"
"kal2b001","T0208020200000000","ise","Eink.a.selbstdg.Taetigk. Jan 1993","Self-Employment Income Jan Prev Yr","Self-Employment Income Jan Prev Yr","Eink.a.selbstdg.Taetigk. Jan 1993"
"kal2b002","T0208020200000000","ise","Eink.a.selbstdg.Taetigk. Feb 1993","Self-Employment Income Feb Prev Yr","Self-Employment Income Feb Prev Yr","Eink.a.selbstdg.Taetigk. Feb 1993"
"kal2b003","T0208020200000000","ise","Eink.a.selbstdg.Taetigk. Mar 1993","Self-Employment Income Mar Prev Yr","Self-Employment Income Mar Prev Yr","Eink.a.selbstdg.Taetigk. Mar 1993"
"kal2b004","T0208020200000000","ise","Eink.a.selbstdg.Taetigk. Apr 1993","Self-Employment Income Apr Prev Yr","Self-Employment Income Apr Prev Yr","Eink.a.selbstdg.Taetigk. Apr 1993"
"kal2b005","T0208020200000000","ise","Eink.a.selbstdg.Taetigk. Mai 1993","Self-Employment Income May Prev Yr","Self-Employment Income May Prev Yr","Eink.a.selbstdg.Taetigk. Mai 1993"
"kal2b006","T0208020200000000","ise","Eink.a.selbstdg.Taetigk. Jun 1993","Self-Employment Income Jun Prev Yr","Self-Employment Income Jun Prev Yr","Eink.a.selbstdg.Taetigk. Jun 1993"
"kal2b007","T0208020200000000","ise","Eink.a.selbstdg.Taetigk. Jul 1993","Self-Employment Income Jul Prev Yr","Self-Employment Income Jul Prev Yr","Eink.a.selbstdg.Taetigk. Jul 1993"
"kal2b008","T0208020200000000","ise","Eink.a.selbstdg.Taetigk. Aug 1993","Self-Employment Income Aug Prev Yr","Self-Employment Income Aug Prev Yr","Eink.a.selbstdg.Taetigk. Aug 1993"
"kal2b009","T0208020200000000","ise","Eink.a.selbstdg.Taetigk. Sep 1993","Self-Employment Income Sep Prev Yr","Self-Employment Income Sep Prev Yr","Eink.a.selbstdg.Taetigk. Sep 1993"
"kal2b01","T0208020200000000","ise","Eink.a.selbstdg.Taetigk. Bezogen 2012","Self-Employment Income Previous Yr.","Self-Employment Income Previous Yr.","Eink.a.selbstdg.Taetigk. Bezogen 2011"
"kal2b010","T0208020200000000","ise","Eink.a.selbstdg.Taetigk. Okt 1993","Self-Employment Income Oct Prev Yr","Self-Employment Income Oct Prev Yr","Eink.a.selbstdg.Taetigk. Okt 1993"
"kal2b011","T0208020200000000","ise","Eink.a.selbstdg.Taetigk. Nov 1993","Self-Employment Income Nov Prev Yr","Self-Employment Income Nov Prev Yr","Eink.a.selbstdg.Taetigk. Nov 1993"
"kal2b012","T0208020200000000","ise","Eink.a.selbstdg.Taetigk. Dez 1993","Self-Employment Income Dec Prev Yr","Self-Employment Income Dec Prev Yr","Eink.a.selbstdg.Taetigk. Dez 1993"
"kal2b02","T0208020200000000","ise","Eink.a.selbstdg.Taetigk. Monate  2012","Self-Employment Income Months Prev. Yr.","Self-Employment Income Months Prev. Yr.","Eink.a.selbstdg.Taetigk. Monate  2011"
"kal2b03","T0208020200000000","ise","Eink.a.selbstdg.Taetigk. Betrag  2012","Self-Employment Income Amount Prev. Yr.","Self-Employment Income Amount Prev. Yr.","Eink.a.selbstdg.Taetigk. Betrag  2011"
"kal2b04","T0301020200000000","sem","Eink.a.selbstdg.Taetigk. (Netto) 2012","Self-Employment Income Previous Yr. NET","Self-Employment Income Previous Yr. NET","Eink.a.selbstdg.Taetigk. (Netto) 2011"
"kal2c","T0208020300000000","isj","Einkommen a. Nebenerwerb Jan-Dez 1993","Second Job Income Jan-Dec Prev Yr","Second Job Income Jan-Dec Prev Yr","Einkommen a. Nebenerwerb Jan-Dez 1993"
"kal2c001","T0208020300000000","isj","Einkommen a. Nebenerwerb Jan 1993","Second Job Income Jan Prev Yr","Second Job Income Jan Prev Yr","Einkommen a. Nebenerwerb Jan 1993"
"kal2c002","T0208020300000000","isj","Einkommen a. Nebenerwerb Feb 1993","Second Job Income Feb Prev Yr","Second Job Income Feb Prev Yr","Einkommen a. Nebenerwerb Feb 1993"
"kal2c003","T0208020300000000","isj","Einkommen a. Nebenerwerb Mar 1993","Second Job Income Mar Prev Yr","Second Job Income Mar Prev Yr","Einkommen a. Nebenerwerb Mar 1993"
"kal2c004","T0208020300000000","isj","Einkommen a. Nebenerwerb Apr 1993","Second Job Income Apr Prev Yr","Second Job Income Apr Prev Yr","Einkommen a. Nebenerwerb Apr 1993"
"kal2c005","T0208020300000000","isj","Einkommen a. Nebenerwerb Mai 1993","Second Job Income May Prev Yr","Second Job Income May Prev Yr","Einkommen a. Nebenerwerb Mai 1993"
"kal2c006","T0208020300000000","isj","Einkommen a. Nebenerwerb Jun 1993","Second Job Income Jun Prev Yr","Second Job Income Jun Prev Yr","Einkommen a. Nebenerwerb Jun 1993"
"kal2c007","T0208020300000000","isj","Einkommen a. Nebenerwerb Jul 1993","Second Job Income Jul Prev Yr","Second Job Income Jul Prev Yr","Einkommen a. Nebenerwerb Jul 1993"
"kal2c008","T0208020300000000","isj","Einkommen a. Nebenerwerb Aug 1993","Second Job Income Aug Prev Yr","Second Job Income Aug Prev Yr","Einkommen a. Nebenerwerb Aug 1993"
"kal2c009","T0208020300000000","isj","Einkommen a. Nebenerwerb Sep 1993","Second Job Income Sep Prev Yr","Second Job Income Sep Prev Yr","Einkommen a. Nebenerwerb Sep 1993"
"kal2c01","T0208020300000000","isj","Einkommen a. Nebenerwerb Bezogen 2012","Second Job Income Previous Yr.","Second Job Income Previous Yr.","Einkommen a. Nebenerwerb Bezogen 2011"
"kal2c010","T0208020300000000","isj","Einkommen a. Nebenerwerb Okt 1993","Second Job Income Oct Prev Yr","Second Job Income Oct Prev Yr","Einkommen a. Nebenerwerb Okt 1993"
"kal2c011","T0208020300000000","isj","Einkommen a. Nebenerwerb Nov 1993","Second Job Income Nov Prev Yr","Second Job Income Nov Prev Yr","Einkommen a. Nebenerwerb Nov 1993"
"kal2c012","T0208020300000000","isj","Einkommen a. Nebenerwerb Dez 1993","Second Job Income Dec Prev Yr","Second Job Income Dec Prev Yr","Einkommen a. Nebenerwerb Dez 1993"
"kal2c02","T0208020300000000","isj","Einkommen a. Nebenerwerb Monate  2012","Second Job Income Months Previous Yr.","Second Job Income Months Previous Yr.","Einkommen a. Nebenerwerb Monate  2011"
"kal2c03","T0208020300000000","isj","Einkommen a. Nebenerwerb Betrag  2012","Second Job Income Amount Previous Yr.","Second Job Income Amount Previous Yr.","Einkommen a. Nebenerwerb Betrag  2011"
"kal2d","T0303010000000000","old","Altersrente, Pension     Jan-Dez 1993","Old-Age,Invalid Pension Jan-Dec Prev Yr","Old-Age,Invalid Pension Jan-Dec Prev Yr","Altersrente, Pension     Jan-Dez 1993"
"kal2d001","T0303010000000000","old","Altersrente, Pension     Jan 1993","Old-Age,Invalid Pension Jan Prev Yr","Old-Age,Invalid Pension Jan Prev Yr","Altersrente, Pension     Jan 1993"
"kal2d002","T0303010000000000","old","Altersrente, Pension     Feb 1993","Old-Age,Invalid Pension Feb Prev Yr","Old-Age,Invalid Pension Feb Prev Yr","Altersrente, Pension     Feb 1993"
"kal2d003","T0303010000000000","old","Altersrente, Pension     Mar 1993","Old-Age,Invalid Pension Mar Prev Yr","Old-Age,Invalid Pension Mar Prev Yr","Altersrente, Pension     Mar 1993"
"kal2d004","T0303010000000000","old","Altersrente, Pension     Apr 1993","Old-Age,Invalid Pension Apr Prev Yr","Old-Age,Invalid Pension Apr Prev Yr","Altersrente, Pension     Apr 1993"
"kal2d005","T0303010000000000","old","Altersrente, Pension     Mai 1993","Old-Age,Invalid Pension May Prev Yr","Old-Age,Invalid Pension May Prev Yr","Altersrente, Pension     Mai 1993"
"kal2d006","T0303010000000000","old","Altersrente, Pension     Jun 1993","Old-Age,Invalid Pension Jun Prev Yr","Old-Age,Invalid Pension Jun Prev Yr","Altersrente, Pension     Jun 1993"
"kal2d007","T0303010000000000","old","Altersrente, Pension     Jul 1993","Old-Age,Invalid Pension Jul Prev Yr","Old-Age,Invalid Pension Jul Prev Yr","Altersrente, Pension     Jul 1993"
"kal2d008","T0303010000000000","old","Altersrente, Pension     Aug 1993","Old-Age,Invalid Pension Aug Prev Yr","Old-Age,Invalid Pension Aug Prev Yr","Altersrente, Pension     Aug 1993"
"kal2d009","T0303010000000000","old","Altersrente, Pension     Sep 1993","Old-Age,Invalid Pension Sep Prev Yr","Old-Age,Invalid Pension Sep Prev Yr","Altersrente, Pension     Sep 1993"
"kal2d01","T0303010000000000","old","Altersrente, Pension     Bezogen 2012","Old-Age,Invalid Pension Previous Yr.","Old-Age,Invalid Pension Previous Yr.","Altersrente, Pension     Bezogen 2011"
"kal2d010","T0303010000000000","old","Altersrente, Pension     Okt 1993","Old-Age,Invalid Pension Oct Prev Yr","Old-Age,Invalid Pension Oct Prev Yr","Altersrente, Pension     Okt 1993"
"kal2d011","T0303010000000000","old","Altersrente, Pension     Nov 1993","Old-Age,Invalid Pension Nov Prev Yr","Old-Age,Invalid Pension Nov Prev Yr","Altersrente, Pension     Nov 1993"
"kal2d012","T0303010000000000","old","Altersrente, Pension     Dez 1993","Old-Age,Invalid Pension Dec Prev Yr","Old-Age,Invalid Pension Dec Prev Yr","Altersrente, Pension     Dez 1993"
"kal2d02","T0303010000000000","old","Altersrente, Pension     Monate  2012","Old-Age,Invalid Pension Months Prev. Yr.","Old-Age,Invalid Pension Months Prev. Yr.","Altersrente, Pension     Monate  2011"
"kal2d03","T0303010000000000","old","Altersrente, Pension     Betrag  2012","Old-Age,Invalid Pension Amount Prev. Yr.","Old-Age,Invalid Pension Amount Prev. Yr.","Altersrente, Pension     Betrag  2011"
"kal2e","T0303030000000000","wid","Witwen-, Waisenrente     Jan-Dez 1993","Widow-Er,Orphan Benefit Jan-Dec Prev Yr","Widow-Er,Orphan Benefit Jan-Dec Prev Yr","Witwen-, Waisenrente     Jan-Dez 1993"
"kal2e001","T0303030000000000","wid","Witwen-, Waisenrente     Jan 1993","Widow-Er,Orphan Benefit Jan Prev Yr","Widow-Er,Orphan Benefit Jan Prev Yr","Witwen-, Waisenrente     Jan 1993"
"kal2e002","T0303030000000000","wid","Witwen-, Waisenrente     Feb 1993","Widow-Er,Orphan Benefit Feb Prev Yr","Widow-Er,Orphan Benefit Feb Prev Yr","Witwen-, Waisenrente     Feb 1993"
"kal2e003","T0303030000000000","wid","Witwen-, Waisenrente     Mar 1993","Widow-Er,Orphan Benefit Mar Prev Yr","Widow-Er,Orphan Benefit Mar Prev Yr","Witwen-, Waisenrente     Mar 1993"
"kal2e004","T0303030000000000","wid","Witwen-, Waisenrente     Apr 1993","Widow-Er,Orphan Benefit Apr Prev Yr","Widow-Er,Orphan Benefit Apr Prev Yr","Witwen-, Waisenrente     Apr 1993"
"kal2e005","T0303030000000000","wid","Witwen-, Waisenrente     Mai 1993","Widow-Er,Orphan Benefit May Prev Yr","Widow-Er,Orphan Benefit May Prev Yr","Witwen-, Waisenrente     Mai 1993"
"kal2e006","T0303030000000000","wid","Witwen-, Waisenrente     Jun 1993","Widow-Er,Orphan Benefit Jun Prev Yr","Widow-Er,Orphan Benefit Jun Prev Yr","Witwen-, Waisenrente     Jun 1993"
"kal2e007","T0303030000000000","wid","Witwen-, Waisenrente     Jul 1993","Widow-Er,Orphan Benefit Jul Prev Yr","Widow-Er,Orphan Benefit Jul Prev Yr","Witwen-, Waisenrente     Jul 1993"
"kal2e008","T0303030000000000","wid","Witwen-, Waisenrente     Aug 1993","Widow-Er,Orphan Benefit Aug Prev Yr","Widow-Er,Orphan Benefit Aug Prev Yr","Witwen-, Waisenrente     Aug 1993"
"kal2e009","T0303030000000000","wid","Witwen-, Waisenrente     Sep 1993","Widow-Er,Orphan Benefit Sep Prev Yr","Widow-Er,Orphan Benefit Sep Prev Yr","Witwen-, Waisenrente     Sep 1993"
"kal2e01","T0303030000000000","wid","Witwen-, Waisenrente     Bezogen 2012","Widow-Er,Orphan Benefit Previous Yr.","Widow-Er,Orphan Benefit Previous Yr.","Witwen-, Waisenrente     Bezogen 2011"
"kal2e010","T0303030000000000","wid","Witwen-, Waisenrente     Okt 1993","Widow-Er,Orphan Benefit Oct Prev Yr","Widow-Er,Orphan Benefit Oct Prev Yr","Witwen-, Waisenrente     Okt 1993"
"kal2e011","T0303030000000000","wid","Witwen-, Waisenrente     Nov 1993","Widow-Er,Orphan Benefit Nov Prev Yr","Widow-Er,Orphan Benefit Nov Prev Yr","Witwen-, Waisenrente     Nov 1993"
"kal2e012","T0303030000000000","wid","Witwen-, Waisenrente     Dez 1993","Widow-Er,Orphan Benefit Dec Prev Yr","Widow-Er,Orphan Benefit Dec Prev Yr","Witwen-, Waisenrente     Dez 1993"
"kal2e02","T0303030000000000","wid","Witwen-, Waisenrente     Monate  2012","Widow-Er,Orphan Benefit Months Prev. Yr.","Widow-Er,Orphan Benefit Months Prev. Yr.","Witwen-, Waisenrente     Monate  2011"
"kal2e03","T0303030000000000","wid","Witwen-, Waisenrente     Betrag  2012","Widow-Er,Orphan Benefit Amount Prev. Yr.","Widow-Er,Orphan Benefit Amount Prev. Yr.","Witwen-, Waisenrente     Betrag  2011"
"kal2f","T0302020100000000","ueb","Arbeitslosengeld         Jan-Dez 1993","Unemployment Benefit Jan-Dec Prev Yr","Unemployment Benefit Jan-Dec Prev Yr","Arbeitslosengeld         Jan-Dez 1993"
"kal2f001","T0302020100000000","ueb","Arbeitslosengeld         Jan 1993","Unemployment Benefit Jan Prev Yr","Unemployment Benefit Jan Prev Yr","Arbeitslosengeld         Jan 1993"
"kal2f002","T0302020100000000","ueb","Arbeitslosengeld         Feb 1993","Unemployment Benefit Feb Prev Yr","Unemployment Benefit Feb Prev Yr","Arbeitslosengeld         Feb 1993"
"kal2f003","T0302020100000000","ueb","Arbeitslosengeld         Mar 1993","Unemployment Benefit Mar Prev Yr","Unemployment Benefit Mar Prev Yr","Arbeitslosengeld         Mar 1993"
"kal2f004","T0302020100000000","ueb","Arbeitslosengeld         Apr 1993","Unemployment Benefit Apr Prev Yr","Unemployment Benefit Apr Prev Yr","Arbeitslosengeld         Apr 1993"
"kal2f005","T0302020100000000","ueb","Arbeitslosengeld         Mai 1993","Unemployment Benefit May Prev Yr","Unemployment Benefit May Prev Yr","Arbeitslosengeld         Mai 1993"
"kal2f006","T0302020100000000","ueb","Arbeitslosengeld         Jun 1993","Unemployment Benefit Jun Prev Yr","Unemployment Benefit Jun Prev Yr","Arbeitslosengeld         Jun 1993"
"kal2f007","T0302020100000000","ueb","Arbeitslosengeld         Jul 1993","Unemployment Benefit Jul Prev Yr","Unemployment Benefit Jul Prev Yr","Arbeitslosengeld         Jul 1993"
"kal2f008","T0302020100000000","ueb","Arbeitslosengeld         Aug 1993","Unemployment Benefit Aug Prev Yr","Unemployment Benefit Aug Prev Yr","Arbeitslosengeld         Aug 1993"
