"study","dataset","variable","label","concept"
"soep-fid","bioage08p1","b08bepar2","Be parents: disobedience is aimed to bother me","item_6160"
"soep-fid","bioagel","bepar3","Be parents: child upbringing is all that is left","item_6927"
"soep-fid","f11eltern6","f11e607c","Elternrolle: Betreuung und Erziehung bestimmen ganzes Leben","item_6161"
"soep-fid","bioage10p1","b10bepar3","Be parents: child upbringing is all that is left","item_6161"
"soep-fid","f10eltern6","f10e607c","Elternrolle: Betreuung und Erziehung bestimmen ganzes Leben","item_6161"
"soep-fid","bioage10p2","b10bepar3","Be parents: child upbringing is all that is left","item_6161"
"soep-fid","f12eltern5","f12e516c","Elternrolle: Betreuung und Erziehung bestimmen ganzes Leben","item_6161"
"soep-fid","f11eltern5","f11e516c","Elternrolle: Betreuung und Erziehung bestimmen ganzes Leben","item_6161"
"soep-fid","f10eltern5","f10e516c","Elternrolle: Betreuung und Erziehung bestimmen ganzes Leben","item_6161"
"soep-fid","bioage08p1","b08bepar3","Be parents: child upbringing is all that is left","item_6161"
"soep-fid","f12eltern6","f12e607c","Elternrolle: Betreuung und Erziehung bestimmen ganzes Leben","item_6161"
"soep-fid","bioage08p2","b08bepar3","Be parents: child upbringing is all that is left","item_6161"
"soep-fid","f11eltern5","f11e516d","Elternrolle: Wunsch, nicht durch Elternpflichten gefangen zu sein","item_6162"
"soep-fid","f12eltern6","f12e607d","Elternrolle: Wunsch, nicht durch Elternpflichten gefangen zu sein","item_6162"
"soep-fid","f10eltern5","f10e516d","Elternrolle: Wunsch, nicht durch Elternpflichten gefangen zu sein","item_6162"
"soep-fid","f10eltern6","f10e607d","Elternrolle: Wunsch, nicht durch Elternpflichten gefangen zu sein","item_6162"
"soep-fid","bioagel","bepar4","Be parents: wish was less captured in responsibility","item_6928"
"soep-fid","f11eltern6","f11e607d","Elternrolle: Wunsch, nicht durch Elternpflichten gefangen zu sein","item_6162"
"soep-fid","bioage10p1","b10bepar4","Be parents: wish was less captured in responsibility","item_6162"
"soep-fid","bioage08p2","b08bepar4","Be parents: wish was less captured in responsibility","item_6162"
"soep-fid","bioage08p1","b08bepar4","Be parents: wish was less captured in responsibility","item_6162"
"soep-fid","bioage10p2","b10bepar4","Be parents: wish was less captured in responsibility","item_6162"
"soep-fid","f12eltern5","f12e516d","Elternrolle: Wunsch, nicht durch Elternpflichten gefangen zu sein","item_6162"
"soep-fid","bioage08p2","b08bepar5","Be parents: problems in upringing is fault of child","item_6163"
"soep-fid","f12eltern6","f12e607e","Elternrolle: Probleme in der Erziehung liegen am Kind","item_6163"
"soep-fid","f10eltern6","f10e607e","Elternrolle: Probleme in der Erziehung liegen am Kind","item_6163"
"soep-fid","bioage10p2","b10bepar5","Be parents: problems in upringing is fault of child","item_6163"
"soep-fid","bioagel","bepar5","Be parents: problems in upringing is fault of child","item_6929"
"soep-fid","f10eltern5","f10e516e","Elternrolle: Probleme in der Erziehung liegen am Kind","item_6163"
"soep-fid","bioage10p1","b10bepar5","Be parents: problems in upringing is fault of child","item_6163"
"soep-fid","f12eltern5","f12e516e","Elternrolle: Probleme in der Erziehung liegen am Kind","item_6163"
"soep-fid","f11eltern6","f11e607e","Elternrolle: Probleme in der Erziehung liegen am Kind","item_6163"
"soep-fid","f11eltern5","f11e516e","Elternrolle: Probleme in der Erziehung liegen am Kind","item_6163"
"soep-fid","bioage08p1","b08bepar5","Be parents: problems in upringing is fault of child","item_6163"
"soep-fid","bioage10p2","b10bepar6","Be parents: whn with child, nothing is better","item_6164"
"soep-fid","bioage08p2","b08bepar6","Be parents: whn with child, nothing is better","item_6164"
"soep-fid","f11eltern5","f11e516f","Elternrolle: wenn mit K.zus.gibt es nichts anderes,was man lieber","item_6164"
"soep-fid","f12eltern5","f12e516f","Elternrolle: wenn mit K.zus.gibt es nichts anderes,was man lieber","item_6164"
"soep-fid","bioage10p1","b10bepar6","Be parents: whn with child, nothing is better","item_6164"
"soep-fid","f10eltern6","f10e607f","Elternrolle: wenn mit K.zus.gibt es nichts anderes,was man lieber","item_6164"
"soep-fid","f11eltern6","f11e607f","Elternrolle: wenn mit K.zus.gibt es nichts anderes,was man lieber","item_6164"
"soep-fid","bioagel","bepar6","Be parents: whn with child, nothing is better","item_6930"
"soep-fid","f12eltern6","f12e607f","Elternrolle: wenn mit K.zus.gibt es nichts anderes,was man lieber","item_6164"
"soep-fid","bioage08p1","b08bepar6","Be parents: whn with child, nothing is better","item_6164"
"soep-fid","f10eltern5","f10e516f","Elternrolle: wenn mit K.zus.gibt es nichts anderes,was man lieber","item_6164"
"soep-fid","bioage10p2","b10bepar7","Be parents: would bear anything for child","item_6165"
"soep-fid","bioage08p2","b08bepar7","Be parents: would bear anything for child","item_6165"
"soep-fid","f11eltern6","f11e607g","Elternrolle: fuer das Wohl des Kindes alles aushalten","item_6165"
"soep-fid","f10eltern6","f10e607g","Elternrolle: fuer das Wohl des Kindes alles aushalten","item_6165"
"soep-fid","bioage10p1","b10bepar7","Be parents: would bear anything for child","item_6165"
"soep-fid","f12eltern6","f12e607g","Elternrolle: fuer das Wohl des Kindes alles aushalten","item_6165"
"soep-fid","bioage08p1","b08bepar7","Be parents: would bear anything for child","item_6165"
"soep-fid","bioagel","bepar7","Be parents: would bear anything for child","item_6931"
"soep-fid","f11eltern5","f11e516g","Elternrolle: fuer das Wohl des Kindes alles aushalten","item_6165"
"soep-fid","f10eltern5","f10e516g","Elternrolle: fuer das Wohl des Kindes alles aushalten","item_6165"
"soep-fid","f12eltern5","f12e516g","Elternrolle: fuer das Wohl des Kindes alles aushalten","item_6165"
"soep-fid","f11eltern6","f11e607h","Elternrolle: wenn K.sich falsch verhaelt, dann mit Absicht","item_6166"
"soep-fid","f10eltern6","f10e607h","Elternrolle: wenn K.sich falsch verhaelt, dann mit Absicht","item_6166"
"soep-fid","f12eltern6","f12e607h","Elternrolle: wenn K.sich falsch verhaelt, dann mit Absicht","item_6166"
"soep-fid","bioage08p2","b08bepar8","Be parents: child misbehavior is intentional","item_6166"
"soep-fid","bioage08p1","b08bepar8","Be parents: child misbehavior is intentional","item_6166"
"soep-fid","f12eltern5","f12e516h","Elternrolle: wenn K.sich falsch verhaelt, dann mit Absicht","item_6166"
"soep-fid","bioagel","bepar8","Be parents: child misbehavior is intentional","item_6932"
"soep-fid","f10eltern5","f10e516h","Elternrolle: wenn K.sich falsch verhaelt, dann mit Absicht","item_6166"
"soep-fid","bioage10p2","b10bepar8","Be parents: child misbehavior is intentional","item_6166"
"soep-fid","bioage10p1","b10bepar8","Be parents: child misbehavior is intentional","item_6166"
"soep-fid","f11eltern5","f11e516h","Elternrolle: wenn K.sich falsch verhaelt, dann mit Absicht","item_6166"
"soep-fid","bioage10p2","b10bepar9","Be parents: often put everything aside to support child","item_6167"
"soep-fid","bioage10p1","b10bepar9","Be parents: often put everything aside to support child","item_6167"
"soep-fid","f12eltern5","f12e516i","Elternrolle: oft all.stehen,liegen lassen,um K.zu unterstuetzen","item_6167"
"soep-fid","f10eltern6","f10e607i","Elternrolle: oft all.stehen,liegen lassen,um K.zu unterstuetzen","item_6167"
"soep-fid","bioage08p2","b08bepar9","Be parents: often put everything aside to support child","item_6167"
"soep-fid","f11eltern6","f11e607i","Elternrolle: oft all.stehen,liegen lassen,um K.zu unterstuetzen","item_6167"
"soep-fid","f11eltern5","f11e516i","Elternrolle: oft all.stehen,liegen lassen,um K.zu unterstuetzen","item_6167"
"soep-fid","bioage08p1","b08bepar9","Be parents: often put everything aside to support child","item_6167"
"soep-fid","bioagel","bepar9","Be parents: often put everything aside to support child","item_6933"
"soep-fid","f10eltern5","f10e516i","Elternrolle: oft all.stehen,liegen lassen,um K.zu unterstuetzen","item_6167"
"soep-fid","f12eltern6","f12e607i","Elternrolle: oft all.stehen,liegen lassen,um K.zu unterstuetzen","item_6167"
"soep-fid","bioagel","bioage","Original bioage dataset","item_3323"
"soep-fid","f12eltern4","f12e405","Leibliches Kind","item_4505"
"soep-fid","f11eltern3","f11e304","Leibliches Kind","item_4505"
"soep-fid","f11eltern2","f11e204","Leibliches Kind","item_4505"
"soep-fid","bioage06","b06biochild","Biological child","item_4505"
"soep-fid","bioagel","biochild","Biological child","item_6744"
"soep-fid","f12eltern2","f12e204","Leibliches Kind","item_4505"
"soep-fid","bioage02","b02biochild","Biological child","item_4505"
"soep-fid","f10eltern2","f10e204","Leibliches Kind","item_4505"
"soep-fid","f11eltern4","f11e405","Leibliches Kind","item_4505"
"soep-fid","bioage01","b01biochild","Biological child","item_4505"
"soep-fid","f11eltern1","f11e113","Neugeborenes ist leibliches Kind","item_4505"
"soep-fid","bioage03","b03biochild","Biological child","item_4505"
"soep-fid","f12eltern3","f12e304","Leibliches Kind","item_4505"
"soep-fid","f10eltern3","f10e304","Leibliches Kind","item_4505"
"soep-fid","f10eltern1","f10e113","Neugeborenes ist leibliches Kind","item_4505"
"soep-fid","f12eltern1","f12e113","Neugeborenes ist leibliches Kind","item_4505"
"soep-fid","f10eltern5","f10e503","Leibliche Eltern","item_6114"
"soep-fid","bioage10p2","b10biopar","Respondent is mother/father","item_6114"
"soep-fid","f11eltern5","f11e503","Leibliche Eltern","item_6114"
"soep-fid","f11eltern6","f11e603","Leibliche Eltern","item_6114"
"soep-fid","f12eltern6","f12e603","Leibliche Eltern","item_6114"
"soep-fid","bioage08p1","b08biopar","Respondent is mother/father","item_6114"
"soep-fid","f12eltern5","f12e503","Leibliche Eltern","item_6114"
"soep-fid","bioage10p1","b10biopar","Respondent is mother/father","item_6114"
"soep-fid","bioage08p2","b08biopar","Respondent is mother/father","item_6114"
"soep-fid","bioagel","biopar","Respondent is mother/father","item_6114"
"soep-fid","f10eltern6","f10e603","Leibliche Eltern","item_6114"
"soep-fid","f10eltern2","f10e202b","Geburtsmonat des Kindes","item_4492"
"soep-fid","f12eltern1","f12e102b","Geburtsmonat","item_4492"
"soep-fid","bioage10p2","b10birthm","Month of birth, child","item_4492"
"soep-fid","f11eltern1","f11e102b","Geburtsmonat","item_4492"
"soep-fid","f12eltern6","f12e602b","Geburtsmonat des Kindes","item_4492"
"soep-fid","f10eltern3","f10e302b","Geburtsmonat des Kindes","item_4492"
"soep-fid","f11eltern4","f11e402b","Geburtsmonat des Kindes","item_4492"
"soep-fid","bioage03","b03birthm","Month of birth, child","item_4791"
"soep-fid","bioage06","b06birthm","Month of birth, child","item_5618"
"soep-fid","bioage08p1","b08birthm","Month of birth, child","item_6134"
"soep-fid","f10eltern6","f10e602b","Geburtsmonat des Kindes","item_4492"
"soep-fid","f12eltern3","f12e302b","Geburtsmonat des Kindes","item_4492"
"soep-fid","f11eltern5","f11e502b","Geburtsmonat des Kindes","item_4492"
"soep-fid","f10eltern1","f10e102b","Geburtsmonat","item_4492"
"soep-fid","f10eltern4","f10e402b","Geburtsmonat des Kindes","item_4492"
"soep-fid","f11eltern3","f11e302b","Geburtsmonat des Kindes","item_4492"
"soep-fid","f12eltern4","f12e402b","Geburtsmonat des Kindes","item_4492"
"soep-fid","bioage08p2","b08birthm","Month of birth, child","item_4492"
"soep-fid","f10eltern5","f10e502b","Geburtsmonat des Kindes","item_4492"
"soep-fid","f11eltern6","f11e602b","Geburtsmonat des Kindes","item_4492"
"soep-fid","f12eltern5","f12e502b","Geburtsmonat des Kindes","item_4492"
"soep-fid","bioage10p1","b10birthm","Month of birth, child","item_4492"
"soep-fid","bioage01","b01birthm","Month of birth, child","item_4492"
"soep-fid","bioagel","birthm","Month of birth, child","item_6739"
"soep-fid","f11eltern2","f11e202b","Geburtsmonat des Kindes","item_4492"
"soep-fid","f12eltern2","f12e202b","Geburtsmonat des Kindes","item_4492"
"soep-fid","bioage02","b02birthm","Month of birth, child","item_4492"
"soep-fid","f10eltern2","f10e208","Wievielten Schwangerschaftswoche Geburt","item_4496"
"soep-fid","f10eltern3","f10e308","Wievielten Schwangerschaftswoche Geburt","item_4496"
"soep-fid","f11eltern2","f11e208","Wievielten Schwangerschaftswoche Geburt","item_4496"
"soep-fid","bioagel","birthpw","Pregnancy week at birth","item_6772"
"soep-fid","f11eltern1","f11e104","Schwangerschaftswoche","item_4496"
"soep-fid","f12eltern2","f12e208","Wievielten Schwangerschaftswoche Geburt","item_4496"
"soep-fid","bioage01","b01birthpw","Pregnancy week at birth","item_4496"
"soep-fid","f10eltern1","f10e104","Schwangerschaftswoche","item_4496"
"soep-fid","f12eltern1","f12e104","Schwangerschaftswoche","item_4496"
"soep-fid","f11eltern3","f11e308","Wievielten Schwangerschaftswoche Geburt","item_4496"
"soep-fid","bioage02","b02birthpw","Pregnancy week at birth","item_4496"
"soep-fid","f12eltern3","f12e308","Wievielten Schwangerschaftswoche Geburt","item_4496"
"soep-fid","bioage03","b03birthpw","Pregnancy week at birth","item_4496"
"soep-fid","f11eltern5","f11e502a","Geburtsjahr des Kindes","item_4493"
"soep-fid","f12eltern6","f12e602a","Geburtsjahr des Kindes","item_4493"
"soep-fid","f10eltern5","f10e502a","Geburtsjahr des Kindes","item_4493"
"soep-fid","f11eltern2","f11e202a","Geburtsjahr des Kindes","item_4493"
"soep-fid","f10eltern3","f10e302a","Geburtsjahr des Kindes","item_4493"
"soep-fid","bioage10p1","b10birthy","Year of birth, child","item_4493"
"soep-fid","f12eltern2","f12e202a","Geburtsjahr des Kindes","item_4493"
"soep-fid","bioagel","birthy","Year of birth, child","item_6740"
"soep-fid","f11eltern6","f11e602a","Geburtsjahr des Kindes","item_4493"
"soep-fid","bioage01","b01birthy","Year of birth, child","item_4493"
"soep-fid","f12eltern3","f12e302a","Geburtsjahr des Kindes","item_4493"
"soep-fid","f12eltern4","f12e402a","Geburtsjahr des Kindes","item_4493"
"soep-fid","bioage08p2","b08birthy","Year of birth, child","item_4493"
"soep-fid","f11eltern4","f11e402a","Geburtsjahr des Kindes","item_4493"
"soep-fid","f12eltern5","f12e502a","Geburtsjahr des Kindes","item_4493"
"soep-fid","bioage03","b03birthy","Year of birth, child","item_4792"
"soep-fid","f10eltern1","f10e102a","Geburtsjahr","item_4493"
"soep-fid","bioage08p1","b08birthy","Year of birth, child","item_6133"
"soep-fid","f11eltern3","f11e302a","Geburtsjahr des Kindes","item_4493"
"soep-fid","f10eltern6","f10e602a","Geburtsjahr des Kindes","item_4493"
"soep-fid","f11eltern1","f11e102a","Geburtsjahr","item_4493"
"soep-fid","bioage02","b02birthy","Year of birth, child","item_4493"
"soep-fid","bioage10p2","b10birthy","Year of birth, child","item_4493"
"soep-fid","f10eltern4","f10e402a","Geburtsjahr des Kindes","item_4493"
"soep-fid","f12eltern1","f12e102a","Geburtsjahr","item_4493"
"soep-fid","bioage06","b06birthy","Year of birth, child","item_5619"
"soep-fid","f10eltern2","f10e202a","Geburtsjahr des Kindes","item_4493"
"soep-fid","bioagel","breastf","Breast-feeding","item_6783"
"soep-fid","bioage03","b03breastf","Breast-feeding","item_5565"
"soep-fid","bioage02","b02breastf","Breast-feeding","item_5561"
"soep-fid","bioage01","b01breastf","Breast-feeding","item_5561"
"soep-fid","bioage02","b02breastfc","Currently breast-feeding","fid_breastfc"
"soep-fid","bioage01","b01breastfc","Currently breast-feeding","fid_breastfc"
"soep-fid","bioagel","breastfc","Currently breast-feeding","fid_breastfc"
"soep-fid","bioagel","breastfm","Breast-feeding time in months","item_6784"
"soep-fid","bioage02","b02breastfm","Breast-feeding time in months","item_5562"
"soep-fid","bioage01","b01breastfm","Breast-feeding time in months","item_5562"
"soep-fid","bioage03","b03breastfm","Breast-feeding time in months","item_5566"
"soep-fid","f11eltern1","f11e128a1","Betreuung durch (Ehe-)Partner","item_6111"
"soep-fid","f10eltern4","f10e425a1","Betreuung durch (Ehe-)Partner","item_6111"
"soep-fid","f12eltern3","f12e332a1","Betreuung durch (Ehe-)Partner","item_6111"
"soep-fid","bioage03","b03care1","Cared for by partner","item_6111"
"soep-fid","bioage06","b06care1","Cared for by partner","item_6111"
"soep-fid","bioage01","b01care1","Cared for by partner","item_6111"
"soep-fid","bioagel","care1","Cared for by partner","item_6111"
"soep-fid","bioage08p2","b08care1","Cared for by partner","item_6111"
"soep-fid","f10eltern1","f10e128a1","Betreuung durch (Ehe-)Partner","item_6111"
"soep-fid","f12eltern1","f12e128a1","Betreuung durch (Ehe-)Partner","item_6111"
"soep-fid","f12eltern4","f12e427a1","Betreuung durch (Ehe-)Partner","item_6111"
"soep-fid","f12eltern5","f12e522a1","Betreuung durch (Ehe-)Partner","item_6111"
"soep-fid","bioage08p1","b08care1","Cared for by partner","item_6111"
"soep-fid","f10eltern3","f10e332a1","Betreuung durch (Ehe-)Partner","item_6111"
"soep-fid","f11eltern5","f11e522a1","Betreuung durch (Ehe-)Partner","item_6111"
"soep-fid","f11eltern4","f11e427a1","Betreuung durch (Ehe-)Partner","item_6111"
"soep-fid","bioage10p1","b10care1","Cared for by partner","item_6111"
"soep-fid","f11eltern6","f11e624a1","Betreuung durch (Ehe-)Partner","item_6111"
"soep-fid","f12eltern2","f12e232a1","Betreuung durch (Ehe-)Partner","item_6111"
"soep-fid","bioage10p2","b10care1","Cared for by partner","item_6111"
"soep-fid","f10eltern2","f10e232a1","Betreuung durch (Ehe-)Partner","item_6111"
"soep-fid","f10eltern6","f10e624a1","Betreuung durch (Ehe-)Partner","item_6111"
"soep-fid","f11eltern3","f11e332a1","Betreuung durch (Ehe-)Partner","item_6111"
"soep-fid","f10eltern5","f10e522a1","Betreuung durch (Ehe-)Partner","item_6111"
"soep-fid","bioage02","b02care1","Cared for by partner","item_6111"
"soep-fid","f11eltern2","f11e232a1","Betreuung durch (Ehe-)Partner","item_6111"
"soep-fid","f12eltern6","f12e625a1","Betreuung durch (Ehe-)Partner","item_6111"
"soep-fid","f11eltern5","f11e522i1","Betreug.durch Hort","item_6111"
