"concept","label","topic"
"fid_i_hchdadd","f11hchdadd is imputed","T1101000000000000"
"fid_i_hchdadd","f10hchdadd is imputed","T1101000000000000"
"fid_i_hchdadd","f12hchdadd is imputed","T1101000000000000"
"fid_i_hchdben","f11hchdben is imputed","T1101000000000000"
"fid_i_hchdben","f10hchdben is imputed","T1101000000000000"
"fid_i_hchdben","f12hchdben is imputed","T1101000000000000"
"fid_i_hcredit","f10hcredit is imputed","T1101000000000000"
"fid_i_hcredit","f12hcredit is imputed","T1101000000000000"
"fid_i_hcredit","f11hcredit is imputed","T1101000000000000"
"fid_i_helectr","f10helec is imputed","T1101000000000000"
"fid_i_helectr","f11helec is imputed","T1101000000000000"
"fid_i_helectr","f12helec is imputed","T1101000000000000"
"fid_i_hheat","f10hheat is imputed","T1101000000000000"
"fid_i_hheat","f11hheat is imputed","T1101000000000000"
"fid_i_hheat","f12hheat is imputed","T1101000000000000"
"fid_i_hhelben","f10hhelben is imputed","T1101000000000000"
"fid_i_hhelben","f11hhelben is imputed","T1101000000000000"
"fid_i_hhelben","f12hhelben is imputed","T1101000000000000"
"fid_i_hhinc","f11hhinc is imputed","T1101000000000000"
"fid_i_hhinc","f10hhinc is imputed","T1101000000000000"
"fid_i_hhinc","f12hhinc is imputed","T1101000000000000"
"fid_i_hhosben","f10hhosben is imputed","T1101000000000000"
"fid_i_hhosben","f11hhosben is imputed","T1101000000000000"
"fid_i_hhosben","f12hhosben is imputed","T1101000000000000"
"fid_i_hrent","f10hrent is imputed","T1101000000000000"
"fid_i_hrent","f12hrent is imputed","T1101000000000000"
"fid_i_hrent","f11hrent is imputed","T1101000000000000"
"fid_i_hueben2","f10hueben2 is imputed","T1101000000000000"
"fid_i_hueben2","f12hueben2 is imputed","T1101000000000000"
"fid_i_hueben2","f11hueben2 is imputed","T1101000000000000"
"fid_i_hutil","f10hutil is imputed","T1101000000000000"
"fid_i_hutil","f11hutil is imputed","T1101000000000000"
"fid_i_hutil","f12hutil is imputed","T1101000000000000"
"fid_imper1a","1st person: child/adult","T0404040000000000"
"fid_imper1a","1st person: child/adult","T0404040000000000"
"e6fre1a","Erwachsener o. Kind 1. Person","T0404040000000000"
"e6fre1a","Erwachsener o. Kind 1. Person","T0404040000000000"
"fid_imper1a","1st person: child/adult","T0404040000000000"
"e6fre1a","Erwachsener o. Kind 1. Person","T0404040000000000"
"fid_imper1b","1st person: relative/not related","T0404040000000000"
"fid_imper1b","1st person: relative/not related","T0404040000000000"
"e6fre1b","Mit dem Kind verwandt 1. Person","T0404040000000000"
"e6fre1b","Mit dem Kind verwandt 1. Person","T0404040000000000"
"fid_imper1b","1st person: relative/not related","T0404040000000000"
"e6fre1b","Mit dem Kind verwandt 1. Person","T0404040000000000"
"fid_imper1c","1st person: gender","T0404040000000000"
"fid_imper1c","1st person: gender","T0404040000000000"
"e6fre1c","Geschlecht 1. Person","T0404040000000000"
"e6fre1c","Geschlecht 1. Person","T0404040000000000"
"fid_imper1c","1st person: gender","T0404040000000000"
"e6fre1c","Geschlecht 1. Person","T0404040000000000"
"fid_imper1d","1st person: age","T0404040000000000"
"fid_imper1d","1st person: age","T0404040000000000"
"e6fre1d","Alter 1. Person","T0404040000000000"
"e6fre1d","Alter 1. Person","T0404040000000000"
"fid_imper1d","1st person: age","T0404040000000000"
"e6fre1d","Alter 1. Person","T0404040000000000"
"fid_imper1e","1st person: German origin","T0404040000000000"
"fid_imper1e","1st person: German origin","T0404040000000000"
"e6fre1e","1. Person ausserhalb Dtl. geboren","T0404040000000000"
"e6fre1e","1. Person ausserhalb Dtl. geboren","T0404040000000000"
"e6fre1e","1. Person ausserhalb Dtl. geboren","T0404040000000000"
"fid_imper1e","1st person: German origin","T0404040000000000"
"fid_imper1f","1st person: education","T0404040000000000"
"fid_imper1f","1st person: education","T0404040000000000"
"e6fre1f","Bildung 1. Person","T0404040000000000"
"e6fre1f","Bildung 1. Person","T0404040000000000"
"e6fre1f","Bildung 1. Person","T0404040000000000"
"fid_imper1f","1st person: education","T0404040000000000"
"fid_imper2a","2nd person: child/adult","T0404040000000000"
"fid_imper2a","2nd person: child/adult","T0404040000000000"
"e6fre2a","Erwachsener o. Kind 2. Person","T0404040000000000"
"e6fre2a","Erwachsener o. Kind 2. Person","T0404040000000000"
"fid_imper2a","2nd person: child/adult","T0404040000000000"
"e6fre2a","Erwachsener o. Kind 2. Person","T0404040000000000"
"fid_imper2b","2nd person: relative/not related","T0404040000000000"
"fid_imper2b","2nd person: relative/not related","T0404040000000000"
"e6fre2b","Mit dem Kind verwandt 2. Person","T0404040000000000"
"e6fre2b","Mit dem Kind verwandt 2. Person","T0404040000000000"
"fid_imper2b","2nd person: relative/not related","T0404040000000000"
"e6fre2b","Mit dem Kind verwandt 2. Person","T0404040000000000"
"fid_imper2c","2nd person: gender","T0404040000000000"
"fid_imper2c","2nd person: gender","T0404040000000000"
"e6fre2c","Geschlecht 2. Person","T0404040000000000"
"e6fre2c","Geschlecht 2. Person","T0404040000000000"
"fid_imper2c","2nd person: gender","T0404040000000000"
"e6fre2c","Geschlecht 2. Person","T0404040000000000"
"fid_imper2d","2nd person: age","T0404040000000000"
"fid_imper2d","2nd person: age","T0404040000000000"
"e6fre2d","Alter 2. Person","T0404040000000000"
"e6fre2d","Alter 2. Person","T0404040000000000"
"fid_imper2d","2nd person: age","T0404040000000000"
"e6fre2d","Alter 2. Person","T0404040000000000"
"fid_imper2e","2nd person: German origin","T0404040000000000"
"fid_imper2e","2nd person: German origin","T0404040000000000"
"e6fre2e","2. Person ausserhalb Dtl. geboren","T0404040000000000"
"e6fre2e","2. Person ausserhalb Dtl. geboren","T0404040000000000"
"fid_imper2e","2nd person: German origin","T0404040000000000"
"e6fre2e","2. Person ausserhalb Dtl. geboren","T0404040000000000"
"fid_imper2f","2nd person: education","T0404040000000000"
"fid_imper2f","2nd person: education","T0404040000000000"
"e6fre2f","Bildung 2. Person","T0404040000000000"
"e6fre2f","Bildung 2. Person","T0404040000000000"
"fid_imper2f","2nd person: education","T0404040000000000"
"e6fre2f","Bildung 2. Person","T0404040000000000"
"fid_imper3a","3rd person: child/adult","T0404040000000000"
"fid_imper3a","3rd person: child/adult","T0404040000000000"
"e6fre3a","Erwachsener o. Kind 3. Person","T0404040000000000"
"e6fre3a","Erwachsener o. Kind 3. Person","T0404040000000000"
"fid_imper3a","3rd person: child/adult","T0404040000000000"
"e6fre3a","Erwachsener o. Kind 3. Person","T0404040000000000"
"fid_imper3b","3rd person: relative/not related","T0404040000000000"
"fid_imper3b","3rd person: relative/not related","T0404040000000000"
"e6fre3b","Mit dem Kind verwandt 3. Person","T0404040000000000"
"e6fre3b","Mit dem Kind verwandt 3. Person","T0404040000000000"
"fid_imper3b","3rd person: relative/not related","T0404040000000000"
"e6fre3b","Mit dem Kind verwandt 3. Person","T0404040000000000"
"fid_imper3c","3rd person: gender","T0404040000000000"
"fid_imper3c","3rd person: gender","T0404040000000000"
"e6fre3c","Geschlecht 3. Person","T0404040000000000"
"e6fre3c","Geschlecht 3. Person","T0404040000000000"
"fid_imper3c","3rd person: gender","T0404040000000000"
"e6fre3c","Geschlecht 3. Person","T0404040000000000"
"fid_imper3d","3rd person: age","T0404040000000000"
"fid_imper3d","3rd person: age","T0404040000000000"
"e6fre3d","Alter 3. Person","T0404040000000000"
"e6fre3d","Alter 3. Person","T0404040000000000"
"e6fre3d","Alter 3. Person","T0404040000000000"
"fid_imper3d","3rd person: age","T0404040000000000"
"fid_imper3e","3rd person: German origin","T0404040000000000"
"fid_imper3e","3rd person: German origin","T0404040000000000"
"e6fre3e","3. Person ausserhalb Dtl. geboren","T0404040000000000"
"e6fre3e","3. Person ausserhalb Dtl. geboren","T0404040000000000"
"e6fre3e","3. Person ausserhalb Dtl. geboren","T0404040000000000"
"fid_imper3e","3rd person: German origin","T0404040000000000"
"fid_imper3f","3rd person: education","T0404040000000000"
"fid_imper3f","3rd person: education","T0404040000000000"
"e6fre3f","Bildung 3. Person","T0404040000000000"
"e6fre3f","Bildung 3. Person","T0404040000000000"
"e6fre3f","Bildung 3. Person","T0404040000000000"
"fid_imper3f","3rd person: education","T0404040000000000"
"fid_inshelp1","Used help: family education facility","T0610020100000000"
"fid_inshelp1","Used help: family education facility","T0610020100000000"
"e6ang01","Angebot der Familienbildungsstaette","T0204030000000000"
"e6ang01","Angebot der Familienbildungsstaette","T0204030000000000"
"fid_inshelp1","Used help: family education facility","T0610020100000000"
"e6ang01","Angebot der Familienbildungsstaette","T0204030000000000"
"fid_inshelp2","Used help: family counseling","T0610020100000000"
"fid_inshelp2","Used help: family counseling","T0610020100000000"
"e6ang02","Beratung in Familien- oder Erziehungsfragen","T0610020100000000"
"e6ang02","Beratung in Familien- oder Erziehungsfragen","T0610020100000000"
"e6ang02","Beratung in Familien- oder Erziehungsfragen","T0610020100000000"
"fid_inshelp2","Used help: family counseling","T0610020100000000"
"fid_inshelp3","Used help: support by youth-welfare-center","T0610020100000000"
"fid_inshelp3","Used help: support by youth-welfare-center","T0610020100000000"
"e6ang03","Wirtschaftliche Hilfen des Jugendamtes","T0610020100000000"
"e6ang03","Wirtschaftliche Hilfen des Jugendamtes","T0610020100000000"
"e6ang03","Wirtschaftliche Hilfen des Jugendamtes","T0610020100000000"
"fid_inshelp3","Used help: support by youth-welfare-center","T0610020100000000"
"fid_inshelp4","Used help: support services by social workers","T0610020100000000"
"fid_inshelp4","Used help: support services by social workers","T0610020100000000"
"e6ang04","Sozialpaedagogische Familienhilfe","T0610020100000000"
"e6ang04","Sozialpaedagogische Familienhilfe","T0610020100000000"
"e6ang04","Sozialpaedagogische Familienhilfe","T0610020100000000"
"fid_inshelp4","Used help: support services by social workers","T0610020100000000"
"fid_inshelp5","Used help: day-cares services by social workers","T0610020100000000"
"fid_inshelp5","Used help: day-cares services by social workers","T0610020100000000"
"e6ang05","Sozialpaedagogische Tagesgruppe fuer Kinder","T0610020100000000"
"e6ang05","Sozialpaedagogische Tagesgruppe fuer Kinder","T0610020100000000"
"e6ang05","Sozialpaedagogische Tagesgruppe fuer Kinder","T0610020100000000"
"fid_inshelp5","Used help: day-cares services by social workers","T0610020100000000"
"fid_inshelp6","Used help: consultation of nurse/educator","T0610020100000000"
"fid_inshelp6","Used help: consultation of nurse/educator","T0610020100000000"
"e6ang06","Beratung durch Erzieherinnen im Kindergarten oder Hort","T0610020100000000"
"e6ang06","Beratung durch Erzieherinnen im Kindergarten oder Hort","T0610020100000000"
"e6ang06","Beratung durch Erzieherinnen im Kindergarten oder Hort","T0610020100000000"
"fid_inshelp6","Used help: consultation of nurse/educator","T0610020100000000"
"fid_inshelp7","Used help: school-counselor/therapist","T0610020100000000"
"fid_inshelp7","Used help: school-counselor/therapist","T0610020100000000"
"e6ang07","Schulpsychologe, Kindertherapeut","T0610020100000000"
"e6ang07","Schulpsychologe, Kindertherapeut","T0610020100000000"
"e6ang07","Schulpsychologe, Kindertherapeut","T0610020100000000"
"fid_inshelp7","Used help: school-counselor/therapist","T0610020100000000"
"fid_inshelp8","Used help: other aid of youth-welfare-center","T0610020100000000"
"fid_inshelp8","Used help: other aid of youth-welfare-center","T0610020100000000"
"e6ang08","Andere Beratung oder Hilfe durch das Jugendamt","T0610020100000000"
"e6ang08","Andere Beratung oder Hilfe durch das Jugendamt","T0610020100000000"
"e6ang08","Andere Beratung oder Hilfe durch das Jugendamt","T0610020100000000"
"fid_inshelp8","Used help: other aid of youth-welfare-center","T0610020100000000"
"fid_inshelp9","Used help: other aid","T0610020100000000"
"fid_inshelp9","Used help: other aid","T0610020100000000"
"e6ang09","Sonstige Hilfe","T0610020100000000"
"e6ang09","Sonstige Hilfe","T0610020100000000"
"e6ang09","Sonstige Hilfe","T0610020100000000"
"fid_inshelp9","Used help: other aid","T0610020100000000"
"jtextp","Interviewernummer","T1101000000000000"
"w10intnr","Interviewer-Nummer","T1101000000000000"
"fid_intnr","Interviewer identification number","T1101000000000000"
"w10intnr","Interviewer-Nummer","T1101000000000000"
"fid_intnr","Interviewer ID","T1101000000000000"
"fid_i_palimon","f10palimon is imputed","T1101000000000000"
"fid_i_palimon","f12palimon is imputed","T1101000000000000"
"fid_i_palimon","f11palimon is imputed","T1101000000000000"
"fid_i_pgroinc","f10pgroinc is imputed","T1101000000000000"
"fid_i_pgroinc","f12pgroinc is imputed","T1101000000000000"
"fid_i_pgroinc","f11pgroinc is imputed","T1101000000000000"
"fid_i_pmatben","f10pmatben is imputed","T1101000000000000"
"fid_i_pmatben","f12pmatben is imputed","T1101000000000000"
"fid_i_pmatben","f11pmatben is imputed","T1101000000000000"
"fid_i_pnetinc","f10pnetinc is imputed","T1101000000000000"
"fid_i_pnetinc","f12pnetinc is imputed","T1101000000000000"
"fid_i_pnetinc","f11pnetinc is imputed","T1101000000000000"
"fid_i_ppens","f10ppens is imputed","T1101000000000000"
"fid_i_ppens","f12ppens is imputed","T1101000000000000"
"fid_i_ppens","f11ppens is imputed","T1101000000000000"
"fid_i_pueben","f10pueben is imputed","T1101000000000000"
"fid_i_pueben","f12pueben is imputed","T1101000000000000"
"fid_i_pueben","f11pueben is imputed","T1101000000000000"
"fid_i_pwidow","f10pwidow is imputed","T1101000000000000"
"fid_i_pwidow","f12pwidow is imputed","T1101000000000000"
"fid_i_pwidow","f11pwidow is imputed","T1101000000000000"
"fid_kidlito01","Lived with partner at birth 1st child","T0406040100000000"
"fid_kidlito02","Lived with partner at birth 2nd child","T0406040100000000"
"fid_kidlito03","Lived with partner at birth 3rd child","T0406040100000000"
"fid_kidlito04","Lived with partner at birth 4th child","T0406040100000000"
"fid_kidlito05","Lived with partner at birth 5th child","T0406040100000000"
"fid_kidlito06","Lived with partner at birth 6th child","T0406040100000000"
"fid_kidlito07","Lived with partner at birth 7th child","T0406040100000000"
"fid_kidlito08","Lived with partner at birth 8th child","T0406040100000000"
"fid_kidlito09","Lived with partner at birth 9th child","T0406040100000000"
"fid_kidlito10","Lived with partner at birth 10th child","T0406040100000000"
"fid_kidlito11","Lived with partner at birth 11th child","T0406040100000000"
"fid_kidlito12","Lived with partner at birth 12th child","T0406040100000000"
"fid_kidlito13","Lived with partner at birth 13th child","T0406040100000000"
"fid_kidlito14","Lived with partner at birth 14th child","T0406040100000000"
"fid_kidlito15","Lived with partner at birth 15th child","T0406040100000000"
"fid_kidmar01","Married at birth 1st child","T0406040200000000"
"fid_kidmar02","Married at birth 2nd child","T0406040200000000"
"fid_kidmar03","Married at birth 3rd child","T0406040200000000"
"fid_kidmar04","Married at birth 4th child","T0406040200000000"
"fid_kidmar05","Married at birth 5th child","T0406040200000000"
"fid_kidmar06","Married at birth 6th child","T0406040200000000"
"fid_kidmar07","Married at birth 7th child","T0406040200000000"
"fid_kidmar08","Married at birth 8th child","T0406040200000000"
"fid_kidmar09","Married at birth 9th child","T0406040200000000"
"fid_kidmar10","Married at birth 10th child","T0406040200000000"
"fid_kidmar11","Married at birth 11th child","T0406040200000000"
"fid_kidmar12","Married at birth 12th child","T0406040200000000"
"fid_kidmar13","Married at birth 13th child","T0406040200000000"
"fid_kidmar14","Married at birth 14th child","T0406040200000000"
"fid_kidmar15","Married at birth 15th child","T0406040200000000"
"fid_kidmob01","Month of birth 1st child","T0101000000000000"
"fid_kidmob02","Month of birth 2nd child","T0101000000000000"
"fid_kidmob03","Month of birth 3rd child","T0101000000000000"
"fid_kidmob04","Month of birth 4th child","T0101000000000000"
"fid_kidmob05","Month of birth 5th child","T0101000000000000"
"fid_kidmob06","Month of birth 6th child","T0101000000000000"
"fid_kidmob07","Month of birth 7th child","T0101000000000000"
"fid_kidmob08","Month of birth 8th child","T0101000000000000"
"fid_kidmob09","Month of birth 9th child","T0101000000000000"
"fid_kidmob10","Month of birth 10th child","T0101000000000000"
"fid_kidmob11","Month of birth 11th child","T0101000000000000"
"fid_kidmob12","Month of birth 12th child","T0101000000000000"
"fid_kidmob13","Month of birth 13th child","T0101000000000000"
"fid_kidmob14","Month of birth 14th child","T0101000000000000"
"fid_kidmob15","Month of birth 15th child","T0101000000000000"
"fid_kidsource01","Kidsource 1st child","T0104000000000000"
"fid_kidsource02","Kidsource 2nd child","T0104000000000000"
"fid_kidsource03","Kidsource 3rd child","T0104000000000000"
"fid_kidsource04","Kidsource 4th child","T0104000000000000"
"fid_kidsource05","Kidsource 5th child","T0104000000000000"
"fid_kidsource06","Kidsource 6th child","T0104000000000000"
"fid_kidsource07","Kidsource 7th child","T0104000000000000"
"fid_kidsource08","Kidsource 8th child","T0104000000000000"
"fid_kidsource09","Kidsource 9th child","T0104000000000000"
"fid_kidsource10","Kidsource 10th child","T0104000000000000"
"fid_kidsource11","Kidsource 11th child","T0104000000000000"
"fid_kidsource12","Kidsource 12th child","T0104000000000000"
"fid_kidsource13","Kidsource 13th child","T0104000000000000"
